"company_name";"address";"phone";"website";"municipality";"general_summary";"portfolio";"data_source";"company_url";"scraped_city";"scraped_at"
"Paulo Merlini architects";"Gondomar, Portugal";"";"http://www.paulomerlini.com/";"Sintra";"Highly motivated by our personal motto US IS MORE, our main concern is to create spaces that give people the right stimuli, positively influencing their homeostatic levels. This is a concern based in the notion that we´re the product of an evolution with millions of years. The speed imposed in the last hundred and fifty years has sent us apart of our natural evolving speed. We can no longer ignore the fact that we´re living trapped in bodies that aren´t prepared for this new ever growing reality dominated by architecture. As such, as creators of this new world, we have the obligation to adapt external space to our bodies and not the other way around. For that, here at the office we focus on the knowledge of the human body, mainly on the response of the human brain to exterior stimuli. We think our works as pieces of positive manipulation of the human brain.";"Parque Urbano Gondomar: https://archello.com/project/parque-urbano-gondomar | SKIN boutique: https://archello.com/project/skin-boutique | Boavista 339: https://archello.com/project/boavista-339 | E-goi & Clavel´s Kitchen Offices: https://archello.com/project/e-goi-clavels-kitchen-offices | Casa Rio: https://archello.com/project/casa-rio | BARRIL restaurant: https://archello.com/project/barril-restaurant | MOUZINHO 85: https://archello.com/project/mouzinho-85 | BASHO sushi house: https://archello.com/project/basho-sushi-house";"Archello";"https://archello.com/brand/paulo-merlini-architects";"Sintra";"2025-11-01T21:58:46.996227"
"Mjarc Arquitectos";"Porto, Portugal";"";"https://mjarc.com/";"Sintra";"Architecture office in Porto with much experience in the national and international market as well great recognition in the architecture and architects world
read in
Português";"Green View Residences: https://archello.com/project/green-view-residences | Green View Tower: https://archello.com/project/green-view-tower | Douro Wood House: https://archello.com/project/douro-wood-house | Cicioso Boutique Hotel: https://archello.com/project/cicioso-boutique-hotel | Riverside: https://archello.com/project/riverside-2 | Saramagayo House: https://archello.com/project/saramagayo-house | Hotel Forte da Barra: https://archello.com/project/hotel-forte-da-barra | Douro Valley House: https://archello.com/project/douro-valley-house";"Archello";"https://archello.com/brand/mjarc-arquitectos";"Sintra";"2025-11-01T21:59:07.521019"
"SPL - Arquitectos";"Sesimbra, Sesimbra, Portugal";"";"http://www.spl-arquitectos.com/";"Sintra";"SPL.Arquitectos Studio is based in Sesimbra and works in the areas of architecture and engineering.";"House NB: https://archello.com/project/house-nb | House RM: https://archello.com/project/house-rm-2 | House AV: https://archello.com/project/house-av | House AS: https://archello.com/project/house-as | Edif. FS: https://archello.com/project/edif-fs | Casa CP: https://archello.com/project/casa-cp | Casa BR: https://archello.com/project/casa-br | Casa HR: https://archello.com/project/casa-hr";"Archello";"https://archello.com/brand/spl-arquitectos";"Sintra";"2025-11-01T21:59:23.329745"
"dEMM® arquitectura";"Rua Pedro Hispano, 182, Porto, Portugal";"";"http://www.demm.pt/";"Sintra";"dEMM is a Porto - Portugal based office of architects, interior designers, researchers and inventors.
  We believe the new technologies and ways of living, blended with the global economical flows, require unexplored fresh ways of architectural and urban approach. Our architecture it´s heavly influenced from multicultural exchange and comprehensive analysis of contemporary life evolution.
read in
Português";"COMPORTA 41: https://archello.com/project/comporta-41 | COMPORTA 107: https://archello.com/project/comporta-107 | FOZ HOUSING® heritage: https://archello.com/project/foz-housingr-heritage | 351 FOZ HOUSING®: https://archello.com/project/351-foz-housingr | 1032 FOZ HOUSING®: https://archello.com/project/1032-foz-housingr | APT FOZ: https://archello.com/project/apt-foz | 429 FOZ HOUSING®: https://archello.com/project/429-foz-housingr | BLU: https://archello.com/project/blu";"Archello";"https://archello.com/brand/demmr-arquitectura";"Sintra";"2025-11-01T21:59:38.695116"
"Carvalho Araújo";"Rua Eça de Queirós, 98, Braga, Portugal";"+351253283580";"http://www.carvalhoaraujo.com/";"Sintra";"Com sede em Braga (Portugal) e em São Paulo (Brasil), o Atelier Carvalho Araújo empenha-se na procura e reflexão de diferentes formas de abordagem nos campos da arquitetura, design de produto e direção criativa, tentando conciliar a prática projetual com uma visão mais estratégica. Os projetos e produtos Carvalho Araújo caracterizam-se pela elegância, numa atitude de contenção formal, valorizando a qualidade do desenho, das proporções e dos materiais. O desenho não é motivo para exibicionismo, mas antes um ato perfeitamente racional e simultaneamente poético. Tanto na arquitetura como no design, mais do que responder a um programa ou pedido específico, é importante para nós questioná-lo do ponto de vista formal e acima de tudo do ponto de vista estratégico, seja ao nível dos mercados mas também (no caso dos projetos de arquitetura) da própria escala, dinâmicas de usos e interação com o lugar. A estabilização de uma equipa de trabalho que opera em áreas de proximidade traduz-se numa postura de flexibilidade do próprio Atelier e permite apresentar ao cliente um “produto final” estrategicamente e conceptualmente claro. // Based in Braga (Portugal) and Sao Paulo (Brazil), Carvalho Araújo’s studio is committed to the search and reflection of different approaches in the fields of architecture, product design and creative direction, trying to combine the design practice with a more strategic view. The projects and products Carvalho Araújo are characterized by elegance and a formal containment attitude, emphasizing the quality of design, proportions and materials. The design is no reason for exhibitionism, but rather a perfectly rational and simultaneously poetic act. Both in architecture as in the design fields, rather than respond to a specific program or application, it is important for us to question the problems from a formal and strategic point of view, either in the markets but also (in the case of architectural projects) its scale, uses and interaction with the place. The stabilization of a working team that operates in proximity areas translates into a studio’s posture and flexibility that allows us to present the client with a strategical and conceptually clear ""final product"".";"Estação das Artes: https://archello.com/project/estacao-das-artes | MIS - Sound and Image Museum of Ceará: https://archello.com/project/mis-sound-and-image-museum-of-ceara | Casa na Caniçada: https://archello.com/project/casa-na-canicada | Refúgio na Montaria: https://archello.com/project/refugio-na-montaria | UNYC - hair salon: https://archello.com/project/unyc-hair-salon | Creche - Casa de Magalhães Nursery School: https://archello.com/project/creche-casa-de-magalhaes-nursery-school | Quartéis de Santa Justa: https://archello.com/project/quarteis-de-santa-justa | Mercado do Gado: https://archello.com/project/mercado-do-gado";"Archello";"https://archello.com/brand/carvalho-araujo";"Sintra";"2025-11-01T21:59:52.509485"
"Henrique Barros-Gomes";"Lisbon, Portugal";"+351935430203";"http://www.henriquebgomes.com/";"Sintra";"Lisbon based architecture practice, based on a contemporary design philosophy, expert on architecture and visualization.";"Rural House in Portugal: https://archello.com/project/rural-house-in-portugal | Apartment refurbishment in Lisbon: https://archello.com/project/apartment-refurbishment-in-lisbon | Barn Renovation in Ferreira do Zezere: https://archello.com/project/barn-renovation-in-ferreira-do-zezere | The Modernist Cabin: https://archello.com/project/the-modernist-cabin | House near Lisbon: https://archello.com/project/house-near-lisbon | Refurbishment of a traditional stone house: https://archello.com/project/refurbishment-of-a-traditional-stone-house | Portela's Apartment Refurbishment: https://archello.com/project/portelas-apartment-refurbishment | Linear House in Douro: https://archello.com/project/linear-house-in-douro";"Archello";"https://archello.com/brand/henrique-barros-gomes";"Sintra";"2025-11-01T22:00:06.814673"
"RAR.STUDIO";"Lisbon, Portugal";"";"http://www.rar-studio.com/";"Sintra";"rar.studio is a Lisbon-based architectural practice, designing and producing places and objects, research and critical thinking. Transversal to the nature of the exercise, the scale of intervention or the respective client typology, the studio’s work inherently involves the design of solutions deploying sensitive, critical and responsive perspectives on the context and the contingencies prevailing. The design process is determined by the principles of client collaboration, mediation with the supervisory entities and assembling and coordinating teams incorporating the necessary range of technical and specialist skills, knowledge and experience. Through joint reflection, the studio ensures broad reaching, efficient and precise project development.";"Apartment CK: https://archello.com/project/apartment-ck | Apartment AR: https://archello.com/project/apartment-ar-2 | Cycles: https://archello.com/project/cycles | Apartment AP: https://archello.com/project/apartment-ap | Apartment ME: https://archello.com/project/apartment-me | Manchester Building: https://archello.com/project/manchester-building | Musa da Bica: https://archello.com/project/musa-da-bica | Apartment AMC: https://archello.com/project/apartment-amc";"Archello";"https://archello.com/brand/rarstudio";"Sintra";"2025-11-01T22:00:26.375883"
"Tiago Vieira Arquitecto";"Porto, Portugal";"";"http://tiagovieira.com.pt/";"Sintra";"MASTER ARCHITECT ESCOLA SUPERIOR ARTÍSTICA DO PORTO (2004.2009) ORDEM DOS ARQUITECTOS REGISTERED MEMBER (2010) COLLABORATION WITH ANDRÉ SANTOS OFFICE (2010.2011) COLLABORATION WITH FAUSTO ANDRADE OFFICE (2011.2012) COLLABORATION WITH ARCHITEKTURSTUDIO BULANT & WAILZER (2012) SELECTED FOR THE TOP20 OF THE MUSEUM of COMIC AND CARTOON ART COMPETITION (2010)";"Competition “SuckerPunch competition – Museum of Comic and Cartoon art (MOCCA)”, Nova York: https://archello.com/project/competition-suckerpunch-competition-museum-of-comic-and-cartoon-art-mocca-nova-york | Socio-Cultural Center: https://archello.com/project/socio-cultural-center | Quarteirão Aurifícicia: https://archello.com/project/quarteirao-aurificicia | Collective Stage: https://archello.com/project/collective-stage | Giuseppe Terragni's ""Danteum"" Extension: https://archello.com/project/giuseppe-terragnis-danteum-extension | Life Edited Competition: https://archello.com/project/life-edited-competition | Leganés Sculpture Museum: https://archello.com/project/leganes-sculpture-museum-2 | Disasters Prevention and Education Center: https://archello.com/project/disasters-prevention-and-education-center";"Archello";"https://archello.com/brand/tiago-vieira-arquitecto";"Sintra";"2025-11-01T22:00:46.287098"
"Contaminar Arquitectos";"n/a, LEIRIA, Portugal";"(+)351 244 821 301";"http://contaminar.pt/";"Sintra";"CONTAMINAR ARQUITECTOS is an office founded in 2005 in Leiria – Portugal, by the architects Joel Esperança, Ruben Vaz, Eurico Sousa and Joaquim Duarte. The team is multidisciplinary and the developed projects cover diverse scales. A significant part of their studio’swork explores the numerous possibilities of contemporary dwelling, single family or collective, presenting different projects built in this field.";"Quinta do Rei: https://archello.com/project/quinta-do-rei | House Marinha-Grande: https://archello.com/project/house-marinha-grande | Casa da Árvore: https://archello.com/project/casa-da-arvore-2 | Casa Povo: https://archello.com/project/casa-povo | Casa Tojal: https://archello.com/project/casa-tojal | Texugueira House: https://archello.com/project/texugueira-house | Vidigal House: https://archello.com/project/vidigal-house | Tomar Hill House: https://archello.com/project/tomar-hill-house";"Archello";"https://archello.com/brand/contaminar-arquitectos";"Sintra";"2025-11-01T22:01:01.982566"
"José Adriao Architects";"Lisbon, Portugal";"+351 21 362 07 62";"http://www.joseadriao.com/";"Sintra";"José Adrião Arquitectos is a structure that works in collaboration with different professionals, including engineers, landscape architects, and visual artists. On a project level, the intervention searches for diversity in terms of order and scale. The interventions on territory and landscape or on smaller scale projects such as housing, equipments or services, allow the studio to strength strategies which are based on an extensive knowledge, allowing for distinct and specific proposals for each case. Taking the standard as a starting point, aims to create non-normative proposals that result on informal, heterogeneous and inclusive spaces.";"Casa Santo António: https://archello.com/project/casa-santo-antonio | Eugaria: https://archello.com/project/eugaria | Douradores: https://archello.com/project/douradores | Borges Carneiro: https://archello.com/project/borges-carneiro | Praia do Estoril: https://archello.com/project/praia-do-estoril | Praça Fonte Nova: https://archello.com/project/praca-fonte-nova | CASA DOS PRAZERES: https://archello.com/project/casa-dos-prazeres | Casa da Severa: https://archello.com/project/casa-da-severa";"Archello";"https://archello.com/brand/jose-adriao-architects";"Sintra";"2025-11-01T22:01:24.400024"
