"company_name";"address";"phone";"website";"municipality";"general_summary";"portfolio";"data_source";"company_url";"scraped_city";"scraped_at"
"arriba";"n/a, Lisbon, Portugal";"";"http://www.arriba.pt/";"Sintra";"Architecture surrounds you every minute. At Arriba we want to enhance how you experience your everyday life through the reinterpretation of the spaces you live in, from the door handle, to the street, to the city. We want you to take a step further and enjoy all of what a perfectly tailored space has to offer.";"Casa de Hóspedes: https://archello.com/project/casa-de-hospedes | Hernani Cidade: https://archello.com/project/hernani-cidade | Entrecampos: https://archello.com/project/entrecampos | Capitão Leitão: https://archello.com/project/capitao-leitao | Mouraria: https://archello.com/project/mouraria | Bica do Sapato: https://archello.com/project/bica-do-sapato | Ajuda: https://archello.com/project/ajuda | Graça: https://archello.com/project/graca";"Archello";"https://archello.com/brand/arriba";"Sintra";"2025-11-01T21:32:46.012574"
"MARLENE ULDSCHMIDT ARCHITECTS STUDIO";"Escadinhas do Arade 6 Ferragudo, Algarve, Portugal";"+351 282 431 083";"http://www.marleneuldschmidt.com/";"Sintra";"Every project is unique because it is the materialisation of someone's dream and there are no two dreams alike. The Studio strives to provide our clients with the confidence in believing in their dreams and in our ability to transform them into reality using our experience and know-how.
  In our work, linear geometries merry the fluidity of curves of movement. Duotone and opposition of a few selected materials create a balanced harmonic play. A feeling of calmness dresses the comfort of a sober luxury ambience. The space is essential yet never bare, the atmosphere is intimate with a light touch of femininity, normally absent in other contemporary minimalistic architectonic projects.
read in
Deutsch";"House V: https://archello.com/project/house-v-10 | Casa dos Mores: https://archello.com/project/casa-dos-mores | Casa Ancora: https://archello.com/project/casa-ancora | Casa Boa Esperança: https://archello.com/project/casa-boa-esperanca | Casa de Campo: https://archello.com/project/casa-de-campo-2 | Villa Petra: https://archello.com/project/villa-petra-2 | Casa Arco Iris: https://archello.com/project/casa-arco-iris | GALERIA VASCO DA GAMA 26: https://archello.com/project/galeria-vasco-da-gama-26";"Archello";"https://archello.com/brand/marlene-uldschmidt-architects-studio";"Sintra";"2025-11-01T21:33:02.034167"
"Pereira Miguel Arquitectos";"Av. Praia da Vitória 5, Cv2, Lisboa, Portugal";"00351 213141742";"http://www.pm-arq.com/";"Sintra";"Pereira Miguel, Arquitectos, Lda is a Lisbon based architecture office that aims to develop a sustainable practice in the field of architecture, urbanism, 3D and architectural research. We execute projects of various scales, in competitions or direct commissions, real or virtual, so as to constitute a body of work capable of facing the new challenges of the digital society. We develop partnerships with other studios, national or foreigners from different areas, and we are open to new challenges and contacts.";"Centro Social de Aguiar: https://archello.com/project/centro-social-de-aguiar | Co-Living Carcavelos: https://archello.com/project/co-living-carcavelos | MJA House: https://archello.com/project/mja-house | B. Hostel: https://archello.com/project/b-hostel | Residência de Estudantes Santa Apolónia: https://archello.com/project/residencia-de-estudantes-santa-apolonia | House in Monchique: https://archello.com/project/house-in-monchique | São Pedro 27: https://archello.com/project/sao-pedro-27 | L10: https://archello.com/project/l10";"Archello";"https://archello.com/brand/pereira-miguel-arquitectos";"Sintra";"2025-11-01T21:33:18.915514"
"Pedro Ferreira Architecture Studio";"Rua 1.º de Dezembro, Esposende, Portugal";"";"http://www.pfarchstudio.com/";"Sintra";"Pedro Ferreira Architecture Studio is a company based in Portugal with projects underway in Europe, Africa and South America. Among our associates and employees there are architects, engineers and designers, trained in Portugal, Spain, Italy, England and Brazil. With extensive experience in several sectors of the construction market, in the past 14 years we have designed buildings for both public and private sectors, specializing in five major areas: Housing, Health, Tourism, Transport and Heritage. Pedro Ferreira Architecture Studio has over the years seen his work being published in countries as disparate as South Korea, China, India, Germany, Portugal, Egypt, Chile or Brazil. A strong relationship with the customer, the total monitoring of the whole process, from conception to construction, combined with research and innovation are the key elements of the Pedro Ferreira Architecture Studio’s philosophy.";"The Farm Açores: https://archello.com/project/the-farm-acores | Hintze Ribeiro: https://archello.com/project/hintze-ribeiro | Carvalheiras: https://archello.com/project/carvalheiras | Largo dos Poveiros: https://archello.com/project/largo-dos-poveiros | Cantina Monteiro Ribas: https://archello.com/project/cantina-monteiro-ribas | O Marmorista: https://archello.com/project/o-marmorista-2 | Taipas: https://archello.com/project/taipas | Amieira: https://archello.com/project/amieira";"Archello";"https://archello.com/brand/pedro-ferreira-architecture-studio";"Sintra";"2025-11-01T21:33:41.937075"
"M2.senos";"Travessa Adolfo Paião nº5, Ílhavo, Portugal";"(+351)936271906";"http://www.m2senos.com/";"Sintra";"The architecture studio M2 Senos Arquitectos was founded in 2007 by Sofia and Ricardo Senos, with the mission of developing studies and projects of architecture, rehabilitation and urban design. Balancing imagination and reality, the studio focuses on always trying to find the most creative and assertive solutions for its clients. Through an interdisciplinary collaboration, it is present through all phases of the project, from conception to execution, ensuring the best accompaniment of all specialties. It places special attention to the follow up of work, working closely with the client and the builder. Its works have been internationaly published in architecture magazines and journals like Phaidon Atlas, Dezeen, Divisare, Archtizer, or Trends Magazine.
read in
Português";"House Clara: https://archello.com/project/house-clara | LBlack House: https://archello.com/project/lblack-house | Apartamento em Gouveia: https://archello.com/project/apartamento-em-gouveia | HVM House: https://archello.com/project/hvm-house | JR House: https://archello.com/project/jr-house-2 | Alcântara Flat: https://archello.com/project/alcantara-flat | House in São Salvador: https://archello.com/project/house-in-sao-salvador | House in Ílhavo: https://archello.com/project/house-in-ilhavo";"Archello";"https://archello.com/brand/m2senos";"Sintra";"2025-11-01T21:33:57.357363"
"MSB Arquitectos";"Rua Major Reis Gomes 2D, Funchal, Madeira, Portugal";"+351 291228400";"http://msb-arquitectos.net/";"Sintra";"The MSB – ARCHITECTS were established in 2004 and it’s based in Madeira Island, Portugal. The MSB produce projects and studies in the areas of architecture, interior design, urban design and planning. The work produced by this studio, reveals fascination for a contemporary architecture that accompanies its time, having developed over the past few years numerous projects, small and large scale in the area of housing, hospitality, equipment and planning, and beeing recognized by its quality, proven by victories in national and international competitions. Other areas of activity such as Project Management and Consultancy in Hospitality Program represent another services that MSB provide and for which experience in activities directly related to these branches provide greater customer support. The studio maintains an open philosophy of work, both in its communication, but also prioritizing the work in multidisciplinary teams with partners inside and outside of Portugal, in the promotion of ideas as a crucial factor in the development of projects. During these formative years the MSB have been authors and co-authors of ambitious works which also cover areas of research being presently working with two universities: the Instituto Superior Técnico (IST) in Lisbon and the Massachusetts Institute of Technology ( MIT ) in Boston.";"Airbaltic Passenger Terminal: https://archello.com/project/airbaltic-passenger-terminal | Wine Culture Centre Competition: https://archello.com/project/wine-culture-centre-competition | Gardens by the Bay: https://archello.com/project/gardens-by-the-bay | Henriques and Henriques Winery: https://archello.com/project/henriques-and-henriques-winery | LAGOA HOTEL . SÃO MIGUEL . AZORES: https://archello.com/project/lagoa-hotel-sao-miguel-azores | Lagoa Hotel: https://archello.com/project/lagoa-hotel | Busan Opera House: https://archello.com/project/busan-opera-house-8 | Reis NUNES HOUSE: https://archello.com/project/reis-nunes-house";"Archello";"https://archello.com/brand/msb-arquitectos";"Sintra";"2025-11-01T21:34:14.071071"
"Camarim";"Campo Grande no. 10e, Lisbon, Portugal";"";"http://www.camarim.pt/";"Sintra";"Camarim is the architectural office created by Vasco Correia and Patrícia Sousa in 2007. We are at the moment involved in a series of very different projects, ranging from small, low-budget housing renovations for end-users to medium-size public buildings with innovative programs. We work in close dialogue with the clients, consultants, contractors and end users, in a collaborative process of production, so that each project translates a holistic solution: informed, intelligent and innovative. After the project, we continue actively involved in its construction and completion. Though we are a young company, we have attracted the attention of the media from countries like Argentina, Brasil*, Canada, Chile, China, Dubai*, Italy, Mexico*, Portugal and the United Kingdom. Our effort to produce energy-efficient designs was recognized by France5 (French National Broadcaster), who included us in a documentary about sustainable building in December 2009. Most importantly, designs like Casa Tropical have gained the recognition of the local community as an added-value to their town; we believe this was achieved because of our pursuit for excellence in conception and execution of each project. The following is a mind-frame that guides our approach to the architectural practice: Camarim is an architecture laboratory where we study the spatial arrangement of human activities. We operate on various programmes, budgets and scales – from the city to the tools of everyday life – and we approach each project as an opportunity to explore new solutions, in relation to the specificities of the program and the physical and cultural context. We aim to design systems that are durable, functional, flexible, energy efficient, beautiful: we seek spaces and materials with the potential to generate complex mental landscapes from visual, tactile, acoustical and aromatic input, landscapes that evolve throughout the day, the seasons and life, as a living organism.";"Garden No. 2 – Limburg: https://archello.com/project/garden-no-2-limburg | House No. 7 – Avenidas Novas: https://archello.com/project/house-no-7-avenidas-novas | House No. 11 – Santa Isabel: https://archello.com/project/house-no-11-santa-isabel | Apartment No. 10 + Office n.º 1 – Limburg: https://archello.com/project/apartment-no-10-office-n-1-limburg | Guacamole 2: https://archello.com/project/guacamole-2 | A029: https://archello.com/project/a029 | Delgada 1: https://archello.com/project/delgada-1 | DG2: https://archello.com/project/dg2";"Archello";"https://archello.com/brand/camarim";"Sintra";"2025-11-01T21:34:30.026114"
"Fragmentos";"Lisbon, Portugal";"";"http://www.fragmentos.pt/en/";"Sintra";"Fragmentos is a collective of four architects Duarte Pinto Coelho, Marcus Cerdeira, Miguel Santos and Pedro Silva Lopes. For over two decades we have been designing the most ambitious and challenging architectural works. Every project, from a residential building to a masterplan, reflects our determination and commitment within which we dedicate ourselves to the challenges set before us. Headquartered in Lisbon, our studio has spread to Chile and Angola in an effort to connect cities and to promote diverse thinking. In 2019, believing that architecture and engineering are best achieved in close collaboration, we have expanded our services to drive the whole design process.";"Floene: https://archello.com/project/floene | Victor Cordon: https://archello.com/project/victor-cordon | Possidónio 37: https://archello.com/project/possidonio-37 | Palácio da Anunciada: https://archello.com/project/palacio-da-anunciada | Auchan Bayview: https://archello.com/project/auchan-bayview | António Granjo: https://archello.com/project/antonio-granjo | Prazeres 37: https://archello.com/project/prazeres-37 | Quake Museum: https://archello.com/project/quake-museum";"Archello";"https://archello.com/brand/fragmentos";"Sintra";"2025-11-01T21:34:45.917605"
"Galant I.D. Lda";"Portugal";"+351968344198";"http://yaroslavgalant.com/";"Sintra";"Galant I.D. Lda  Yaroslav Galant
Yaroslav Galant is the founder and chief designer of Galant I.D.Lda. Yaroslav and his team's daring projects frequently catch the attention of the international media. Yaroslav was awarded the ""Golden Arch"" in 2008 for his design of the shipping company's office in Odessa in the category ""Public Interior. Hotels. Offices."" The designer was also honoured with the ""Domus Design Magazine Choice 2008"" award. His ""Born 2B Burn"" collection and firing technology are one-of-a-kind. Yaroslav is also the creator of the innovative Smart Industrial design style. For the first time, this style was used in the interior of the Fire & Water office in Kyiv (2011).
CEO Yaroslav Galant
...more";"BRAZY Lisbon: https://archello.com/project/brazy-lisbon | Monterey House: https://archello.com/project/monterey-house-2 | Bite & Go. Deli Cafe: https://archello.com/project/bite-go-deli-cafe | Norwegian House: https://archello.com/project/norwegian-house | Nice Way Hostel Porto: https://archello.com/project/nice-way-hostel-porto | RB Pharma: https://archello.com/project/rb-pharma | Estoril Praia FC: https://archello.com/project/estoril-praia-fc | Solar Hause Cascais: https://archello.com/project/solar-hause-cascais";"Archello";"https://archello.com/brand/galant-id-lda";"Sintra";"2025-11-01T21:35:03.329474"
"PROMONTORIO";"R. Fabrica Material Guerra, 10, Lisbon, Portugal";"+351218620970";"http://www.promontorio.net/";"Sintra";"A five-partner firm lead by Paulo Martins Barata, Joao Luis Ferreira, Paulo Perloiro, Pedro Appleton and Joao Perloiro, PROMONTORIO is a full-service architecture, planning, landscaping, interior design and graphics team that began in Lisbon in 1990 as an experimental studio. It consistently grew into a practice of fifty architects, planners, landscape architects, interior designers and graphic designers. Underlying its approach to the urban form, the work of PROMONTORIO has often been identified with the pursuit of a ‘system of robustness’ (i.e. solidity, stability and durability) both in terms of representational meaning and technical research. This in turn, has been implemented and tested in vast construction sites and under challenging time and budget constrains. Our process springs from a dynamic and focused design culture that fosters collaboration above all. This cohesive and interactive structure enables us to deal with large and complex projects both in terms of design and programme. Ranging from schools, museums and cultural institutions, to housing, offices, hotels and retail, PROMONTORIO has accomplished projects in Algeria, Angola, Brazil, Bulgaria, Cape Verde, China, Dubai, Germany, Hungary, Italy, Georgia, Mozambique, Portugal, Qatar, Romania, Serbia, Spain, Switzerland, Turkey and Vietnam, having established partnerships in many of these. The work of PROMONTORIO has been widely published in A10, Area, Architectural Review, Architecti, Arqa, Arquitectura Viva, A+T, Detail, 2G, Domus, Expresso, Prototypo, Público, JA, Lotus, Techniques & Architecture, The Plan, etc. Our work has received various international awards and has been presented in conferences and lectures in Austria, Brazil, Finland, France, Germany, Holland, Italy, Portugal, UK and the USA. It was exhibited, among others, in the 9th Venice Architecture Biennial, in La Triennale di Milano, in Arc en rêve (Bordeaux), in Cornell University (Ithaca), and more recently in Aedes Gallery (Berlin).";"Viceroy at Ombria, Algarve: https://archello.com/project/viceroy-at-ombria-algarve | Casa da Volta: https://archello.com/project/casa-da-volta | Telheiras Housing: https://archello.com/project/telheiras-housing | Matosinhos Retail Park: https://archello.com/project/matosinhos-retail-park | Patio House: https://archello.com/project/patio-house-10 | Embassy of Egypt: https://archello.com/project/embassy-of-egypt | A SQUARE IN SUMMER: https://archello.com/project/a-square-in-summer | GS1 Portugal: https://archello.com/project/gs1-portugal";"Archello";"https://archello.com/brand/promontorio";"Sintra";"2025-11-01T21:35:25.439524"
"ATELIER CENTRAL Arquitectos";"Rua Ricardo Espiríto Santo, Lisboa, Portugal";"+351 21 393 12 40";"http://www.ateliercentral.pt/";"Sintra";"ATELIER CENTRAL (AC) was founded in 1996 by José Martinez Silva, the company’s CEO and main leader Architect, graduated from the Faculty of Architecture of the Technical University of Lisbon (FAUTL) in 1989. The office works internationally, designing and developing projects in numerous areas, such as housing, hotels and resorts, industrial, public buildings, corporate design, schools, healthcare, sports and leisure, offices and retail, building consulting and urban planning. With a team of 10 wide ranged skilled architects and designers, AC also works with a professional specialized team in engineering, finances and management, international relations, marketing, communication and administrative support.
...more
read in
Português";"H81 . HOUSE in PRAIA VERDE: https://archello.com/project/h81-house-in-praia-verde | BMCar . Avenida dos Aliados . Porto . Portugal: https://archello.com/project/bmcar-avenida-dos-aliados-porto-portugal | Houses in Paço de Arcos: https://archello.com/project/houses-in-paco-de-arcos | JANELAS DA SÉ . Rua das Canastras . Lisboa: https://archello.com/project/janelas-da-se-rua-das-canastras-lisboa | Montemor-o-Velho Primary and Secondary School: https://archello.com/project/montemor-o-velho-primary-and-secondary-school | AAMM Law firm – Office Refurbishment: https://archello.com/project/aamm-law-firm-office-refurbishment | Wine tourism apartments . Cas’Amaro: https://archello.com/project/wine-tourism-apartments-casamaro | House in Torres Vedras: https://archello.com/project/house-in-torres-vedras";"Archello";"https://archello.com/brand/atelier-central-arquitectos";"Sintra";"2025-11-01T21:35:37.282832"
