"company_name";"address";"phone";"website";"municipality";"general_summary";"portfolio";"data_source";"company_url";"scraped_city";"scraped_at"
"Mário Martins Atelier";"Lagos, Portugal";"";"http://www.mariomartins.com/";"Sintra";"The company, MÁRIO MARTINS - ATELIER DE ARQUITECTURA, LDA, based in Lagos and Lisbon, Portugal, has worked in the field of architecture and urban planning for about 30 years.
The company consists of a diverse team of permanent staff, a group of technical teams, who work together in the different areas and specializations of projects.
The work from the past decades, resulted in a considerable volume and diversity of built projects: single family houses, collective housing, residential condominiums, touristic developments, private and public facilities, urban renewal and urban planning.
His work of many years has garnered him a number of national and international awards. His works have been widely disseminated in exhibitions, conferences and publications, including five monographs.
Working for clients of diverse backgrounds and cultures enriches him personally, professionally and humanly. Knowledge and doubt encourage creativity.
MMA looks for the future with profound respect for the past
read in
Português
Español
Deutsch";"Casa Dafne: https://archello.com/project/casa-dafne | Casa da Ria: https://archello.com/project/casa-da-ria | Casa Morena: https://archello.com/project/casa-morena-2 | Casa Sofia: https://archello.com/project/casa-sofia-2 | Casa Libre: https://archello.com/project/casa-libre | Casa Lioz: https://archello.com/project/casa-lioz | Sta Maria Apartments: https://archello.com/project/sta-maria-apartments | Casa 27: https://archello.com/project/casa-27";"Archello";"https://archello.com/brand/mario-martins-atelier";"Sintra";"2025-11-01T21:28:10.803262"
"DC.AD";"Rua D. Duarte N3 . 5E, Lisboa, Portugal";"";"http://dc-ad.com/";"Sintra";"Duarte Caldas . Architectural Design is a Lisbon based studio established in 2014. We focus on the development of Architecture Projects with special attention to Interior, Furniture and Light Design. The practice is based around the development of integrated solutions for each specific project together with clients and a specialised team of professionals.";"LET’S PASTRAMI: https://archello.com/project/lets-pastrami | ISTO. / AM: https://archello.com/project/isto-am | RGF1: https://archello.com/project/rgf1 | TM8: https://archello.com/project/tm8 | ISTO. / CO: https://archello.com/project/isto-co | VA 8: https://archello.com/project/va-8 | VAGO: https://archello.com/project/vago | A SARAMAGA: https://archello.com/project/a-saramaga";"Archello";"https://archello.com/brand/dcad";"Sintra";"2025-11-01T21:28:29.294840"
"AURORA arquitectos";"Avenida 5 de Outubro, 16, 5ºE, Lisboa, Portugal";"";"http://www.aurora.com.pt/";"Sintra";"Aurora Arquitectos studio was founded in the year 2010 by Sofia Couto and Sérgio Antunes and is the natural consequence of the work they have been carrying out together, as well as the experience and legacy of studio Kaputt!. The subject of their work has been buildings in their most varied scales, from small dwellings to large cultural infrastructures, as well as urban master plans. Both members are trained architects, but based on the discipline’s method they have carried out projects in various areas on architecture’s outer edges.";"Barão Sabrosa Apartment: https://archello.com/project/barao-sabrosa-apartment | Maestro António Taborda Apartment: https://archello.com/project/maestro-antonio-taborda-apartment | João XXI Apartment: https://archello.com/project/joao-xxi-apartment | Casa na Ericeira: https://archello.com/project/casa-na-ericeira-2 | Escadinhas Building: https://archello.com/project/escadinhas-building | Bela Vista à Lapa Apartment: https://archello.com/project/bela-vista-a-lapa-apartment | Four buildings in Avenida Brasil: https://archello.com/project/four-buildings-in-avenida-brasil | Apartment building in Taipas: https://archello.com/project/apartment-building-in-taipas";"Archello";"https://archello.com/brand/aurora-arquitectos";"Sintra";"2025-11-01T21:28:50.579762"
"Joao Mendes Ribeiro";"Rua de Tomar, 1, esquerdo, Coimbra, Portugal";"+351 239833763";"http://www.joaomendesribeiro.com/";"Sintra";"João Mendes Ribeiro (Coimbra, 1960) is a Portuguese architect. He graduated in 1986 from the University of Porto and in 2009 took his PHD from University of Coimbra. Since 1991 he has been teaching Architectural Design in the same university. In 1990 he sets up his own practice. His work has been awarded with prizes such as Highly Commended at AR Emerging Architecture Award 2000, Premis FAD d’Arquitectura i Interiorisme 2004 and 2016, Gold Medal for Best Stage Design at the Prague Quadrennial 2007, Enor Prize 2009, BIAU Award 2012 and 2016, RIBA Award for International Excellence 2016 and BigMat Award 2017. Shortlisted for the Mies Van der Rohe Award 2001 and 2015 and DOMUS International Prize for Restoration and Preservation 2017. Finalist for the RIBA International Prize 2016 and the Premis FAD d’Arquitectura i Interiorisme 1999, 2001, 2002, 2006, 2012, 2017 and 2018.";"Areeiro House: https://archello.com/project/areeiro-house | Ourém Castle: https://archello.com/project/ourem-castle | Coimbra University Botanical Garden Greenhouses: https://archello.com/project/coimbra-university-botanical-garden-greenhouses | Chestnut House: https://archello.com/project/chestnut-house-2 | Arquipélago - Contemporary Arts Centre: https://archello.com/project/arquipelago-contemporary-arts-centre | Pharmacist’s Association Headquarters: https://archello.com/project/pharmacists-association-headquarters | Claus Porto Store in Oporto: https://archello.com/project/claus-porto-store-in-oporto | House in Fonte Boa: https://archello.com/project/house-in-fonte-boa";"Archello";"https://archello.com/brand/joao-mendes-ribeiro";"Sintra";"2025-11-01T21:29:02.071079"
"Pitagoras Group";"Rua João Oliveira Salgado, 5 C - Costa, Guimaraes, Portugal";"253 419 523";"http://www.pitagorasgroup.com/";"Sintra";"Pitagoras Group is an international practice committed with architectural design and all linked services, from the concept to detail, fulfilling the needs from the present and future in an innovative and sustainable way. Through teamwork and multidisciplinary articulation, we offer a complete and professional service, adapted to each project, and capable of responding to any function or scale. On our creative approach we look reinvent the simple and obvious, designing buildings both conscious and surprising, that respect location, technique, economy and function. Without losing touch with tradition, we design buildings of vanguard, giving an active contribution on shaping the environment and on creating spaces of excellence. Since his foundation in 1990, Pitagoras Group already designed and constructed more than 500 projects, from interior renovations, houses, apartment buildings, offices, pavilions, hospitals, to museums. The practice has consolidated his market presence over the last 25 years, in a multidisciplinary collaboration on diversified areas of the architectural landscape, such has architecture, engineering, construction, and building construction coordination and oversight. We’ve evolved and continue to build our team to satisfy the different needs and markets, coordinating professionals of different areas and sharing knowledge, so we can respond to any challenge.
read in
Português";"United Nations University in Guimarães: https://archello.com/project/united-nations-university-in-guimaraes | Apartment at Póvoa do Varzim: https://archello.com/project/apartment-at-povoa-do-varzim | eb 2/3 das Taipas School: https://archello.com/project/eb-23-das-taipas-school | Caldeiroa car parking: https://archello.com/project/caldeiroa-car-parking | Gymnastics Training Center of Guimaraes: https://archello.com/project/gymnastics-training-center-of-guimaraes | Quinta da Laje house: https://archello.com/project/quinta-da-laje-house | Two house renovation at Largo do Trovador: https://archello.com/project/two-house-renovation-at-largo-do-trovador | Platform of Arts and Creativity: https://archello.com/project/platform-of-arts-and-creativity";"Archello";"https://archello.com/brand/pitagoras-group";"Sintra";"2025-11-01T21:29:16.761464"
"A2OFFICE";"Porto, Portugal";"+351 93 357 10 32";"http://www.a2office.net/";"Sintra";"A2OFFICE is a multidisciplinary studio of architecture and design headquartered in Vila do Conde, Porto, Portugal and is formed by a team of professionals dedicated to the study and development of projects in this areas. 
  ...more
read in
Português";"House of 15 Windows: https://archello.com/project/house-of-15-windows | Casa da Vilarinha: https://archello.com/project/casa-da-vilarinha | Casa da Cruz: https://archello.com/project/casa-da-cruz | CR.IS Apartment: https://archello.com/project/cris-apartment-2 | JoLa House: https://archello.com/project/jola-house-2 | EL.P - Apartment Renovation: https://archello.com/project/elp-apartment-renovation | FG75 STUDIOS: https://archello.com/project/fg75-studios | KuantoKusta Headquarters: https://archello.com/project/kuantokusta-headquarters";"Archello";"https://archello.com/brand/a2office";"Sintra";"2025-11-01T21:29:27.975791"
"AND-RÉ";"Porto, Portugal";"";"http://www.and-re.pt/";"Sintra";"AND-RÉ is multidisciplinary young Portuguese based office, dedicated to the study, research and practice of architecture, design and art. We approach main issues with fresh spirit, innovative methods and open minded personality. The office been strengthening its position in the emergent architecture panorama, adopting an active critic posture before established contexts. Our goal is to pursue and maintain positive differentiated responses, in a time of fast paradigm changes. We love architecture, we love design, we love art and their relatives. We do it with pleasure.";"Alto Tâmega Tourism Info Point: https://archello.com/project/alto-tamega-tourism-info-point | Vigário House: https://archello.com/project/vigario-house | VLM Bridge: https://archello.com/project/vlm-bridge | USP LIBRARY: https://archello.com/project/usp-library | University Residence: https://archello.com/project/university-residence | NEW NATIONAL CENTRE OF CONTEMPORARY ARTS OF MOSCOW / COMPETITION PROPOSAL: https://archello.com/project/new-national-centre-of-contemporary-arts-of-moscow-competition-proposal | SETUBAL PUBLIC LIBRARY: https://archello.com/project/setubal-public-library | Daegu Library: https://archello.com/project/daegu-library";"Archello";"https://archello.com/brand/and-re";"Sintra";"2025-11-01T21:29:49.820182"
"PAULO MARTINS ARQ&DESIGN";"Aveiro, Portugal";"+351 910 014 252";"http://www.paulomartins.com.pt/";"Sintra";"MISSION The mission of our company is to develop solutions framed on the excellence of the study and development of architecture and urbanism projects as well as product and interior design. Since the very early stages of conception, each project is carefully approached in what regards the construction location, the environmental context and requirements, as well as the expectations of the final costumers, allowing to propose high valued architectural services. An important part of our mission takes place on an international context, allowing us to export as well as import novel architecture and design concepts and solutions. This allows us to offer an ever growing selection of proposals for the highest demanding customers. VISION Our company is guided by a unique vision: propose spaces and objects that are aesthetically and formally stimulating and pleasant, always keeping in mind the requirements of the surrounding environment. Our projects are developed by a professional team, incorporating a high level of technical and conceptual expertise. This allows us to propose innovative and creative solutions to the unique challenges posed by each new project. We believe that only following a hard and continuous work approach, based on a strong research and experimentation methodology, will allow us to reach new levels of creativity, imagination and technical expertise. As a result of such a philosophy, our proposals follow the higher standards of quality. This enables us to extend our field of intervention as well as to redefine our qualitative and creative objectives, and therefore prosper in the new and emergent markets.";"Alcoutins House: https://archello.com/project/alcoutins-house | Mercantel Restaurant: https://archello.com/project/mercantel-restaurant | Park House Aveiro: https://archello.com/project/park-house-aveiro | Madalena House: https://archello.com/project/madalena-house | SS APARTMENT: https://archello.com/project/ss-apartment-2 | Eixample Refurbishment: https://archello.com/project/eixample-refurbishment | Casa dos Oleiros: https://archello.com/project/casa-dos-oleiros | Beira Mar House: https://archello.com/project/beira-mar-house";"Archello";"https://archello.com/brand/paulo-martins-arqdesign";"Sintra";"2025-11-01T21:30:06.820915"
"GV+Arquitectos";"R. Correia Teles 84B, Lisbon, Portugal";"+351 965 019 550";"https://www.gv-arquitectos.com/";"Sintra";"GV+A Arquitectos has established itself in Portugal and Angola, founded on a clear vision: to create architecture that balances identity, function, and context. Since 2010, our practice in Angola has consolidated us as a structure with solid experience in residential, tourism, commercial, and rehabilitation projects, always attentive to the cultural and geographical specificities of each territory.
  Our mission is to transform spaces into life experiences — from the urban scale to the detail of interiors — seeking solutions that combine innovation, sophistication, and sustainability. Architecture is seen as a curatorial process, where each decision has weight and purpose, reflecting the values of GV+A: rigor, creativity, and commitment to quality.
  With a portfolio that covers architecture and engineering projects, rehabilitation, interiors, construction management and supervision, our work is distinguished by its ability to integrate multiple disciplines, ensuring consistency and excellence at every stage.
  More than just responding to functional programs, we believe that each project should dialogue with its surroundings, respect the memory of the place, and open up new possibilities for the future. This is the approach—client-centered, rooted in the territory, and guided by a contemporary vision —that defines GV+A as a benchmark in the current architectural landscape.
read in
Deutsch
Português";"Vila Pima: https://archello.com/project/vila-pima | Terraços de Bragança: https://archello.com/project/terracos-de-braganca | Nova Vida School: https://archello.com/project/nova-vida-school | Unitel Innovation Center: https://archello.com/project/unitel-innovation-center | Bungo Market: https://archello.com/project/bungo-market | CR80: https://archello.com/project/cr80 | Sidonio Pais: https://archello.com/project/sidonio-pais | Alcoutins 33: https://archello.com/project/alcoutins-33";"Archello";"https://archello.com/brand/gvarquitectos";"Sintra";"2025-11-01T21:30:23.443817"
"Estúdio AMATAM";"Rua do Regil 1A, Almada, Portugal";"+351 212740536";"http://www.estudioamatam.com/";"Sintra";"Manuela Tamborino and João Escaleira Amaral are two young architects who decided to join skills, in order to embrace new challenges in various areas of Architecture and Urbanism range, whose visible result translates into the creation of the estúdio AMATAM, and Coletivo Urbano. These two structures allow them to operate in different scenarios, from Design, Architecture and Urbanism, both formal and informal strategies in different countries. The search for innovative solutions punctuated with creative approaches that brings architecture closer to an art form, together with customer satisfaction, are vectors that guide the focus of this team. The experience gained in various national and international offices, along with collaboration with other architects on specific assignments allows them to ensure excellence and professionalism in all involved projects. João Escaleira Amaral obtained a degree in architecture in 2006 from the Lisbon University School of Architecture and attended the University La Sapienza in Rome during 2004 with merit classification. In 2011 completes the Master of Advanced Studies in Urban Design at the Swiss Federal Institute Technology (ETH) in Zurich, for which he received a scholarship from the Foundation for Architecture Geisendorf. Collaborated professionally with the offices Intergaup and Artestável in Portugal, and SVP – Architectuur en Stedenbouw in Holland. In 2011 starts estúdio AMATAM. Manuela Tamborino graduated in Architecture from the Lisbon University School of Architecture in 2006 and obtained the degree of Master of Advanced Studies in Urban Design at the Swiss Federal Institute Technology (ETH) in 2011, for which she received a scholarship from the Swiss Federal Government. Worked at the office of architecture Saraiva+Associados until 2010. In 2011 starts estúdio AMATAM.";"Casa Pinhal Conde da House: https://archello.com/project/casa-pinhal-conde-da-house | Cacilhas Apartment: https://archello.com/project/cacilhas-apartment | Casa Quinta do Desembargador: https://archello.com/project/casa-quinta-do-desembargador | Saramagal House: https://archello.com/project/saramagal-house | Apartamento capitães de abril: https://archello.com/project/apartamento-capitaes-de-abril | IMPULSE Braga: https://archello.com/project/impulse-braga | KRUSH-IT Coimbra: https://archello.com/project/krush-it-coimbra | Village Fitness Gym: https://archello.com/project/village-fitness-gym-2";"Archello";"https://archello.com/brand/estudio-amatam";"Sintra";"2025-11-01T21:30:34.961604"
