"company_name";"address";"phone";"website";"municipality";"general_summary";"portfolio";"data_source";"company_url";"scraped_city";"scraped_at"
"NOMOS";"Rua Rodrigues de Faria no 103, Lisbon, Portugal";"+41 22 308 43 00";"http://nomos.archi/";"Sintra";"NOMOS is an association of architects based in Geneva, Lisbon and Madrid. We work at home and abroad on projects of all scales, from furniture to masterplanning, always under an architectural approach, with a focus on community, cultural context and sustainability. We explore new ways of inhabiting space through architecture, placing special interest in drawing as a graphic expression to build our ideas. Together, we design buildings that find opportunities in constraints, and we approach each project with enthusiasm, care and curiosity, always looking for a sustainable beauty. Geneva is headed by Katrien Vertenten & Lucas Camponovo, Massimo Bianco, Daniel Schwarz and Ugo Togni. Lisbon is headed by Jorge Paquete & Veronica Pires. Madrid is headed by Ophélie Herranz & Paul Galindo.
read in
Español";"EL GARAJE: https://archello.com/project/el-garaje | PASODOBLE: https://archello.com/project/pasodoble | Dr. Prévost: https://archello.com/project/dr-prevost | FATA: https://archello.com/project/fata | BOMBAR: https://archello.com/project/bombar | La Nave: https://archello.com/project/la-nave | Tasso: https://archello.com/project/tasso | Paradiso: https://archello.com/project/paradiso";"Archello";"https://archello.com/brand/nomos-2";"Sintra";"2025-11-01T22:08:17.270396"
"Mayer & Selders";"1a. vereda da capela 5a, Arco da Calheta, Portugal";"";"http://www.mayerselders.pt/";"Sintra";"We combine your needs and preferences in terms of space, style, materials, function and budget with the key characteristics of the place.
The special climate on Madeira Island, environmental issues, history, architectural tradition and future developments are taken into account and result in a harmonious architecture. This creates projects which blend into the landscape and are individually tailored to the client.
We have special experience with small and large scale tourism projects , residential building, refurbishment or renovation and extension of traditional Madeiran Stone Houses and ecologic / sustainable construction . We manage your project from the first concept to construction supervision.
With years of experience in Madeira, our team of architects helps you to evaluate a building plot or existing building or to find one that suits you, and to develop a project to realize your wishes on that location. Also with bureaucratic matters from land purchase and registration to internet connection we can help.
    read in
Português
Deutsch";"casa JT: https://archello.com/project/casa-jt | Rock Villas: https://archello.com/project/rock-villas | Pé de Cacau: https://archello.com/project/pe-de-cacau | casa com patio: https://archello.com/project/casa-com-patio | Casa CCC: https://archello.com/project/casa-ccc | Casa Atlântico: https://archello.com/project/casa-atlantico | Casa Miradouro: https://archello.com/project/casa-miradouro | Casa PEC: https://archello.com/project/casa-pec";"Archello";"https://archello.com/brand/mayer-selders";"Sintra";"2025-11-01T22:08:29.161893"
"EXTRASTUDIO";"R‌ua Praia de Pedrouços 110, 1.º R , Lisboa, Portugal";"213 214 797";"http://www.extrastudio.pt/";"Sintra";"EXTRASTUDIO is a global oriented, Lisbon based architecture office with a practice that spans from housing to public space. The diversity of its projects is the answer to the different scales and programs required by current demands. João Ferrão and João Costa Ribeiro, established EXTRASTUDIO in 2003, after common collaborations that come from Faculdade de Arquitectura UTL were they got their degree in Architecture, in 2000. In 2007, it was included on the Top Ten Portuguese Architects Under 40 by the organization New Italian Blood [www.newitalianblood.com]. Since 2003 it has been awarded in several architecture competitions: São Jacinto Natural Park Headquarters [2nd prize, 2009] Valdebebas Urban Park, Madrid [Honorable Mention, 2009], Légua’s Beach Re-qualification [1st prize, 2008], Cenário Urbano public space [1st prize, 2007], Salgados/Gale masterplan [2nd prize, 2006]; Montesinho Natural Park Headquarters [2nd prize, 2005]; Europan 6, Budapest, Hungary [1st prize, 2001]. The office as recently completed Légua’s Beach redevelopment in Alcobaça, Portugal. Besides public space, several projects are currently under development and construction in Lisbon, Dublin, Setúbal, Tavira, Vila do Conde, Santarem, Sintra and Sesimbra. The organic concrete, a material developed and patented by the office, was awarded with an Organic Award in 2005 and an Honorable mention in the 2008 Green Project Awards and is currently being developed in a joint venture with the Portuguese firm AMOP.";"Casa Plaj: https://archello.com/project/casa-plaj | TWIN HOUSES: https://archello.com/project/twin-houses-3 | House for an Artist: https://archello.com/project/house-for-an-artist-2 | Red House: https://archello.com/project/red-house-8 | FUGAS LUSAS: https://archello.com/project/fugas-lusas | Three Courtyard House: https://archello.com/project/three-courtyard-house | House in Alto da Ajuda: https://archello.com/project/house-in-alto-da-ajuda | Cafe in Sintra: https://archello.com/project/cafe-in-sintra";"Archello";"https://archello.com/brand/extrastudio";"Sintra";"2025-11-01T22:08:44.532280"
"Vitor Vilhena Architects";"Algarve, Portugal";"282 799 896";"http://www.vitorvilhena.com/";"Sintra";"Born in Lagos in 1971, graduated from the University Lusíada in Lisbon in 1997. Between 1996 and 1999 collaborated with architects Jorge Gonçalves and Paulo Simões (Aupera), Henry Albino, Margarida Gomes Simoes and Vitor Lourenço, where he developed works of all kinds. In 1999 starts the activity itself and creates Vitor Vilhena Architect Atelier where develops the work in the ""Projects"" section.?";"CASA OCCULTA / OCCULTA HOUSE: https://archello.com/project/casa-occulta-occulta-house | House in Alcalar: https://archello.com/project/house-in-alcalar | Dorfler House: https://archello.com/project/dorfler-house | House in Messines: https://archello.com/project/house-in-messines | Block rehabilitation in Historic Centre of Lagos: https://archello.com/project/block-rehabilitation-in-historic-centre-of-lagos | House in Odemira: https://archello.com/project/house-in-odemira | House in Tavira: https://archello.com/project/house-in-tavira";"Archello";"https://archello.com/brand/vitor-vilhena-architects";"Sintra";"2025-11-01T22:08:55.270384"
"SpaceWorks";"Lisbon, Portugal";"+351965227229";"https://www.spaceworks.io/";"Sintra";"We make spaces work. Inspirational and highly functional (work)spaces, large scale event design, and architectural & urban planning services";"Avalanche House Berlin: https://archello.com/project/avalanche-house-berlin | CCA Law Firm Lisbon HQ: https://archello.com/project/cca-law-firm-lisbon-hq | Quinta da Melhorada: https://archello.com/project/quinta-da-melhorada | Carcavelos Residence: https://archello.com/project/carcavelos-residence | Manta Lisbon HQ: https://archello.com/project/manta-lisbon-hq | Heden Coworking Rossio: https://archello.com/project/heden-coworking-rossio | CCA: https://archello.com/project/cca";"Archello";"https://archello.com/brand/spaceworks-2";"Sintra";"2025-11-01T22:09:11.238025"
"Hori-zonte";"Porto, Portugal";"";"https://www.hori-zonte.com/";"Sintra";"We are an empathy-driven office, focused on fulfilling our client’s specific requirements and always considering its social, urban and ecological impact. Efficiency is a religion for us. We value the tight relation between planning and budget, by working with BIM technology and parametric design software. Most of all, we treasure sustainability, by applying local, innovative and environmentally responsible strategies.";"Macau Valley: https://archello.com/project/macau-valley | Dome Next Door: https://archello.com/project/dome-next-door | Paper Surgery: https://archello.com/project/paper-surgery | Stone matters: https://archello.com/project/stone-matters | Block CDEF: https://archello.com/project/block-cdef | Natureza Urbana: https://archello.com/project/natureza-urbana | Gaia Masterplan: https://archello.com/project/gaia-masterplan";"Archello";"https://archello.com/brand/hori-zonte";"Sintra";"2025-11-01T22:09:22.565810"
"Ateliermob";"R. dos Fanqueiros nº 235, 4º Esq. 1100 229 - Lisbon, Portugal";"+351 218863869";"http://www.ateliermob.com/";"Sintra";"Ateliermob is a multidisciplinary platform for the development of ideas, research and projects in the areas of architecture, landscape, design and urbanism. The company was founded in 2005 in Lisbon, as a result of several works carried out by its founding partners. In 2016, a cooperative - ""Working with the 99%"" - was created for the provision of services in the fields of architecture and social or intervention design, urban planning, strategic planning, coordination and implementation of projects, and training. At the same time, this platform has been developing research work to support project-practice, an online architecture space, architectural design, urban planning and has maintained a regular presence in various forums and national and international networks like: the European ReKreators network, the Observatory of Mexico City, DLBC Lisbon Network, the laboratory of participatory practices developed in the region of Basilicata, in Italy, or the official representation of Portugal at the Venice Architecture Biennale 2014.
read in
Português";"Palácio Marquês de Abrantes: https://archello.com/project/palacio-marques-de-abrantes | Manuel Valente House: https://archello.com/project/manuel-valente-house | Deolinda Santos' House: https://archello.com/project/deolinda-santos-house-2 | António Nunes' House: https://archello.com/project/antonio-nunes-house | Cozinha Comunitária das Terras da Costa: https://archello.com/project/cozinha-comunitaria-das-terras-da-costa | Alvega Canoeing Center: https://archello.com/project/alvega-canoeing-center | Coffee Shop + Shading Surface, Sacavém: https://archello.com/project/coffee-shop-shading-surface-sacavem";"Archello";"https://archello.com/brand/ateliermob";"Sintra";"2025-11-01T22:09:41.082743"
"100 Planos Arquitectura";"Rua do Lidador, Vila do Conde, Portugal";"+351252119372";"http://www.100planos.com/";"Sintra";"The ""100 Planos Arquitectura, L.da"" was created in the year 2000 as an Architecture office. Since its formation the office have worked in a wide range of projects, such as nominated consulting, public competitions, private and public projects. Our academical formation occurred at the end of the XX Century, when the digital era enters strongly in the students life. Architecture publications had tripled, and became more influent in the academical formation and started to educate the sensibility for construction in common citizens. The architecture started to be current subject at cafes, evaluated and criticized for all. Expressions as minimalism or after-modernism currently started to be invoked. The critical regionalism of Rossi and Venturi were rejected in preference to appealing images of Koolhas and Ghery. The Europe was not anymore a group of some strange countries with distinct regions.That fact that takes to the deambulation of students and professionals, contributing for a global practical formation. At 100 Planos we don´t see creation as an act of intellectual masturbation, we see it instead as an answer to the needs of others and as a responsability act. Each work is faced as an exercise of understanding a certain reality and are based in concept and content, in opposition to abstract ideas.. Therefore each work is unique and unrepeatable. We believe that irony, humour, narrative, metaphor, and analogy, are fundamental tools in our working method, and we are not afraid to use them. ""For me the architecture is not most important. Important they are the family, the friends and this unjust world that we must modify."" Oscar Niemeyer .";"Maia Commercial Galllery: https://archello.com/project/maia-commercial-galllery | V4j Competition: https://archello.com/project/v4j-competition | Hotel em Braga: https://archello.com/project/hotel-em-braga | Casa Rui Baltazar: https://archello.com/project/casa-rui-baltazar | Jorge Guedes House *10: https://archello.com/project/jorge-guedes-house-10 | Hospital´s Pediatric Wing *08: https://archello.com/project/hospitals-pediatric-wing-08 | Vila do Conde's Retail *10: https://archello.com/project/vila-do-condes-retail-10";"Archello";"https://archello.com/brand/100-planos-arquitectura";"Sintra";"2025-11-01T22:10:00.345561"
"SAMI.arquitectos";"R. Augusto Cardoso, Setubal, Portugal";"+351 265 000 247";"http://www.sami-arquitectos.com/";"Sintra";"SAMI-Arquitectos was founded in 2005 by Inês Vieira da Silva and Miguel Vieira. Since then architecture projects have been designed for public and private clients in europe, namely portugal and poland, having in mind an international perspective for its work. The atelier has been referred to, nationally and internationally, for work developed by teams of young architects. Besides invitations to participate in several exhibitions and conferences, its work has been internationally presented in specialized publication, namely in north korea, portugal, spain, france, united kingdom, germany, the netherlands and italy. It was selected for various prizes from which stands out the ""European Union Prize for Contemporary Architecture - Mies Van Der Rohe Award 2007"", barcelona, with the building ""Gruta Das Torres Visitor Centre"" located on the Pico Island, Azores - Portugal.";"Azores Wine Company Winery: https://archello.com/project/azores-wine-company-winery | E/C House: https://archello.com/project/ec-house-2 | Villa Ordos100: https://archello.com/project/villa-ordos100 | C/Z House: https://archello.com/project/cz-house | JA Apartment: https://archello.com/project/ja-apartment | Interpretation Centre of World Heritage Landscape: https://archello.com/project/interpretation-centre-of-world-heritage-landscape | Gruta das Torres Visitor Centre: https://archello.com/project/gruta-das-torres-visitor-centre";"Archello";"https://archello.com/brand/samiarquitectos";"Sintra";"2025-11-01T22:10:16.976551"
"PABLO PITA Arquitectos";"Praça da Batalha 12 2ºpiso, Porto, Portugal";"";"http://www.pablopita.com/";"Sintra";"PABLO PITA is a Porto-based architecture partnership between Pablo Rebelo and Pedro Pita established in 2010. Their different working background allows them to take in charge every challenge, seeking the balance between the strong-concepted approach and the filigreed intervention that any site demands. That pursuit results in a nonrestrictive study covering every art form, always heading towards to the client needs. Pablo Rebelo (Caracas, 1983) and Pedro Pita (Porto, 1983) both graduated in Architecture at the University of Porto. AWARDS 2012 . BADEL 1st Prize in the International Babel Block Competition, Zagreb, Croatia 2010 . SOUTO wins AICO AWARD EXHIBITIONS 2013 . BADEL featured in ""Portuguese Architecture - Quiet is the New Loud"", São Paulo, Brasil 2012 . BADEL featured in ZGFORUM Exhibition, Zagreb, Croatia 2011 . SOUTO featured in “on the run, Jovens Arquitectos em Concurso”, Porto PRESS & PUBLICATIONS 2014 . MATERNIDADE in Archdaily 2014 . MATERNIDADE in Dezeen 2014 . MATERNIDADE in Europaconcorsi 2012 . BADEL in ""Mundo Imobiliario"" - TVI24 2012 . PABLO PITA in Aktual - Croatia 2012 . BADEL in P3 2012 . BADEL in Archdaily 2012 . BADEL in Europaconcorsi 2012 . PABLO PITA in Visão 2010 . SOUTO in “Espaços e Casas"" - SicNotícias/Expresso";"Moxy Headquarters: https://archello.com/project/moxy-headquarters | Chã House: https://archello.com/project/cha-house | Forja House: https://archello.com/project/forja-house | Firmeza Apartment: https://archello.com/project/firmeza-apartment | Boavista House: https://archello.com/project/boavista-house | Casa Quinze de Novembro (Quinze House): https://archello.com/project/casa-quinze-de-novembro-quinze-house | MATERNIDADE HOUSE: https://archello.com/project/maternidade-house";"Archello";"https://archello.com/brand/pablo-pita-arquitectos";"Sintra";"2025-11-01T22:10:33.231993"
