"company_name";"address";"phone";"website";"municipality";"general_summary";"portfolio";"data_source";"company_url";"scraped_city";"scraped_at"
"Carvalho Araújo";"Rua Eça de Queirós, 98, Braga, Portugal";"+351253283580";"http://www.carvalhoaraujo.com/";"Torres Vedras";"Com sede em Braga (Portugal) e em São Paulo (Brasil), o Atelier Carvalho Araújo empenha-se na procura e reflexão de diferentes formas de abordagem nos campos da arquitetura, design de produto e direção criativa, tentando conciliar a prática projetual com uma visão mais estratégica. Os projetos e produtos Carvalho Araújo caracterizam-se pela elegância, numa atitude de contenção formal, valorizando a qualidade do desenho, das proporções e dos materiais. O desenho não é motivo para exibicionismo, mas antes um ato perfeitamente racional e simultaneamente poético. Tanto na arquitetura como no design, mais do que responder a um programa ou pedido específico, é importante para nós questioná-lo do ponto de vista formal e acima de tudo do ponto de vista estratégico, seja ao nível dos mercados mas também (no caso dos projetos de arquitetura) da própria escala, dinâmicas de usos e interação com o lugar. A estabilização de uma equipa de trabalho que opera em áreas de proximidade traduz-se numa postura de flexibilidade do próprio Atelier e permite apresentar ao cliente um “produto final” estrategicamente e conceptualmente claro. // Based in Braga (Portugal) and Sao Paulo (Brazil), Carvalho Araújo’s studio is committed to the search and reflection of different approaches in the fields of architecture, product design and creative direction, trying to combine the design practice with a more strategic view. The projects and products Carvalho Araújo are characterized by elegance and a formal containment attitude, emphasizing the quality of design, proportions and materials. The design is no reason for exhibitionism, but rather a perfectly rational and simultaneously poetic act. Both in architecture as in the design fields, rather than respond to a specific program or application, it is important for us to question the problems from a formal and strategic point of view, either in the markets but also (in the case of architectural projects) its scale, uses and interaction with the place. The stabilization of a working team that operates in proximity areas translates into a studio’s posture and flexibility that allows us to present the client with a strategical and conceptually clear ""final product"".";"Estação das Artes: https://archello.com/project/estacao-das-artes | MIS - Sound and Image Museum of Ceará: https://archello.com/project/mis-sound-and-image-museum-of-ceara | Casa na Caniçada: https://archello.com/project/casa-na-canicada | Refúgio na Montaria: https://archello.com/project/refugio-na-montaria | UNYC - hair salon: https://archello.com/project/unyc-hair-salon | Creche - Casa de Magalhães Nursery School: https://archello.com/project/creche-casa-de-magalhaes-nursery-school | Quartéis de Santa Justa: https://archello.com/project/quarteis-de-santa-justa | Mercado do Gado: https://archello.com/project/mercado-do-gado";"Archello";"https://archello.com/brand/carvalho-araujo";"Torres Vedras";"2025-11-02T12:51:34.653821"
"RAR.STUDIO";"Lisbon, Portugal";"";"http://www.rar-studio.com/";"Torres Vedras";"rar.studio is a Lisbon-based architectural practice, designing and producing places and objects, research and critical thinking. Transversal to the nature of the exercise, the scale of intervention or the respective client typology, the studio’s work inherently involves the design of solutions deploying sensitive, critical and responsive perspectives on the context and the contingencies prevailing. The design process is determined by the principles of client collaboration, mediation with the supervisory entities and assembling and coordinating teams incorporating the necessary range of technical and specialist skills, knowledge and experience. Through joint reflection, the studio ensures broad reaching, efficient and precise project development.";"Apartment CK: https://archello.com/project/apartment-ck | Apartment AR: https://archello.com/project/apartment-ar-2 | Cycles: https://archello.com/project/cycles | Apartment AP: https://archello.com/project/apartment-ap | Apartment ME: https://archello.com/project/apartment-me | Manchester Building: https://archello.com/project/manchester-building | Musa da Bica: https://archello.com/project/musa-da-bica | Apartment AMC: https://archello.com/project/apartment-amc";"Archello";"https://archello.com/brand/rarstudio";"Torres Vedras";"2025-11-02T12:51:54.538231"
"Tiago Vieira Arquitecto";"Porto, Portugal";"";"http://tiagovieira.com.pt/";"Torres Vedras";"MASTER ARCHITECT ESCOLA SUPERIOR ARTÍSTICA DO PORTO (2004.2009) ORDEM DOS ARQUITECTOS REGISTERED MEMBER (2010) COLLABORATION WITH ANDRÉ SANTOS OFFICE (2010.2011) COLLABORATION WITH FAUSTO ANDRADE OFFICE (2011.2012) COLLABORATION WITH ARCHITEKTURSTUDIO BULANT & WAILZER (2012) SELECTED FOR THE TOP20 OF THE MUSEUM of COMIC AND CARTOON ART COMPETITION (2010)";"Competition “SuckerPunch competition – Museum of Comic and Cartoon art (MOCCA)”, Nova York: https://archello.com/project/competition-suckerpunch-competition-museum-of-comic-and-cartoon-art-mocca-nova-york | Socio-Cultural Center: https://archello.com/project/socio-cultural-center | Quarteirão Aurifícicia: https://archello.com/project/quarteirao-aurificicia | Collective Stage: https://archello.com/project/collective-stage | Giuseppe Terragni's ""Danteum"" Extension: https://archello.com/project/giuseppe-terragnis-danteum-extension | Life Edited Competition: https://archello.com/project/life-edited-competition | Leganés Sculpture Museum: https://archello.com/project/leganes-sculpture-museum-2 | Disasters Prevention and Education Center: https://archello.com/project/disasters-prevention-and-education-center";"Archello";"https://archello.com/brand/tiago-vieira-arquitecto";"Torres Vedras";"2025-11-02T12:52:16.706366"
"Henrique Barros-Gomes";"Lisbon, Portugal";"+351935430203";"http://www.henriquebgomes.com/";"Torres Vedras";"Lisbon based architecture practice, based on a contemporary design philosophy, expert on architecture and visualization.";"Rural House in Portugal: https://archello.com/project/rural-house-in-portugal | Apartment refurbishment in Lisbon: https://archello.com/project/apartment-refurbishment-in-lisbon | Barn Renovation in Ferreira do Zezere: https://archello.com/project/barn-renovation-in-ferreira-do-zezere | The Modernist Cabin: https://archello.com/project/the-modernist-cabin | House near Lisbon: https://archello.com/project/house-near-lisbon | Refurbishment of a traditional stone house: https://archello.com/project/refurbishment-of-a-traditional-stone-house | Portela's Apartment Refurbishment: https://archello.com/project/portelas-apartment-refurbishment | Linear House in Douro: https://archello.com/project/linear-house-in-douro";"Archello";"https://archello.com/brand/henrique-barros-gomes";"Torres Vedras";"2025-11-02T12:52:39.182275"
"NOZ ARQUITECTURA";"Tv. Recolhidas 14A, 1150-276 Lisboa, Portugal";"";"http://www.noz.com.pt/";"Torres Vedras";"We believe architecture has a significant role to play in influencing the quality of life of its users. each project is a new challenge and represents an opportunity to develop intelligent solutions which integrate successfully with the surrounding context and culture, which optimize the building’s functionality, comfort, and ensure the best use of resources. we aim to deliver all of these objectives combining them in a sustainable way, exploring the inherent beauty. we are therefore deeply committed to every detail, in the interest of quality.";"Visconde da luz: https://archello.com/project/visconde-da-luz | arraiolos train station hotel: https://archello.com/project/arraiolos-train-station-hotel | element matosinhos: https://archello.com/project/element-matosinhos | alqueva: https://archello.com/project/alqueva | gourmet tapas bar: https://archello.com/project/gourmet-tapas-bar | almada 451: https://archello.com/project/almada-451 | colónias: https://archello.com/project/colonias | School in Alguber: https://archello.com/project/school-in-alguber";"Archello";"https://archello.com/brand/noz-arquitectura";"Torres Vedras";"2025-11-02T12:52:59.579225"
"[i]da Arquitectos";"Calçada do Carmo 17, 4ºE Lisbon, Portugal";"+351 213478034";"http://www.i-da.eu/";"Torres Vedras";"[i]da arquitectos is a studio for architecture, urbanism and urban rehabilitation, based in Lisbon, Portugal. It was founded by Portuguese architects Ivan de Sousa and Inês Antunes, both graduated in Architecture at the Milan Polytechnic in 2002. In 2003 they became members of the Order of Architects of Rome and in 2005 of the Order of Portuguese Architects. Inês Antunes worked with RicciSpaini studio in Rome, obtained a PhD in Architecture from IUAV University of Venice, and since 2018, she is a professor at the Cascais School of Arts and Design, where she currently coordinates the Interior Design course. Ivan de Sousa acquired his professional experience by collaborating first at the Fuksas studio and then at the Nicola di Battista studio, both in Rome. They participated as teachers in courses, workshops and seminars at various universities, including the Modern University of Lisbon, University of Genoa and the University of Cagliari. They have been awarded in several international competitions, among which are Urban Regeneration of the block Aurifícia in Oporto, Europan 10 in Lisbon, Revitalization Iliria Square in Durres, Qualità Italia in Rionero in Vulture, Menoèpiù in Rome, Europan 8 in Palmela and Delle Provincie-Lega Lombarda in Rome. Their work have been published in national and international books and magazines.
...more
read in
Português
Italiano";"Casa PR: https://archello.com/project/casa-pr-4 | Casa do Poço: https://archello.com/project/casa-do-poco | Falésia D'El Rey House: https://archello.com/project/falesia-del-rey-house-2 | ARN 25 House: https://archello.com/project/arn-25-house | Hotel Pé no Monte Phase II: https://archello.com/project/hotel-pe-no-monte-phase-ii | Namu House: https://archello.com/project/namu-house | XXS House | Odemira: https://archello.com/project/xxs-house-odemira | Street vs Road - Europan 10: https://archello.com/project/street-vs-road-europan-10";"Archello";"https://archello.com/brand/ida-arquitectos";"Torres Vedras";"2025-11-02T12:53:14.313966"
"Paulo Merlini architects";"Gondomar, Portugal";"";"http://www.paulomerlini.com/";"Torres Vedras";"Highly motivated by our personal motto US IS MORE, our main concern is to create spaces that give people the right stimuli, positively influencing their homeostatic levels. This is a concern based in the notion that we´re the product of an evolution with millions of years. The speed imposed in the last hundred and fifty years has sent us apart of our natural evolving speed. We can no longer ignore the fact that we´re living trapped in bodies that aren´t prepared for this new ever growing reality dominated by architecture. As such, as creators of this new world, we have the obligation to adapt external space to our bodies and not the other way around. For that, here at the office we focus on the knowledge of the human body, mainly on the response of the human brain to exterior stimuli. We think our works as pieces of positive manipulation of the human brain.";"Parque Urbano Gondomar: https://archello.com/project/parque-urbano-gondomar | SKIN boutique: https://archello.com/project/skin-boutique | Boavista 339: https://archello.com/project/boavista-339 | E-goi & Clavel´s Kitchen Offices: https://archello.com/project/e-goi-clavels-kitchen-offices | Casa Rio: https://archello.com/project/casa-rio | BARRIL restaurant: https://archello.com/project/barril-restaurant | MOUZINHO 85: https://archello.com/project/mouzinho-85 | BASHO sushi house: https://archello.com/project/basho-sushi-house";"Archello";"https://archello.com/brand/paulo-merlini-architects";"Torres Vedras";"2025-11-02T12:53:28.706512"
"Mjarc Arquitectos";"Porto, Portugal";"";"https://mjarc.com/";"Torres Vedras";"Architecture office in Porto with much experience in the national and international market as well great recognition in the architecture and architects world
read in
Português";"Green View Residences: https://archello.com/project/green-view-residences | Green View Tower: https://archello.com/project/green-view-tower | Douro Wood House: https://archello.com/project/douro-wood-house | Cicioso Boutique Hotel: https://archello.com/project/cicioso-boutique-hotel | Riverside: https://archello.com/project/riverside-2 | Saramagayo House: https://archello.com/project/saramagayo-house | Hotel Forte da Barra: https://archello.com/project/hotel-forte-da-barra | Douro Valley House: https://archello.com/project/douro-valley-house";"Archello";"https://archello.com/brand/mjarc-arquitectos";"Torres Vedras";"2025-11-02T12:53:50.861651"
"KWY.studio";"Lisboa, Portugal";"";"http://www.kwy.studio/";"Torres Vedras";"KWY.studio is a multidisciplinary platform investigating the nature of collaboration within the context of specific projects. Founded in 2009 in Berlin and Los Angeles, KWY’s projects are collaborations between the principals and invited specialists. Recent collaborators include artists, writers, curators, educators, designers and other architects. With few initial preconceptions, each project begins with dialogue and analysis between the collaborators. This process-oriented methodology often leads to diverse thoughts that are otherwise unexpected and unimaginable.";"Desert X AlUla 2024 Visitor Centre: https://archello.com/project/desert-x-alula-2024-visitor-centre | Desert X AlUla 2022 Visitor Centre: https://archello.com/project/desert-x-alula-2022-visitor-centre | Origin: https://archello.com/project/origin-3 | Interspecies Campus: https://archello.com/project/interspecies-campus | Mesa: https://archello.com/project/mesa | Play Contract: https://archello.com/project/play-contract | Desert X AlUla 2020 Visitor Centre: https://archello.com/project/desert-x-alula-2020-visitor-centre | Gallery Pavilion: https://archello.com/project/gallery-pavilion";"Archello";"https://archello.com/brand/kwystudio";"Torres Vedras";"2025-11-02T12:54:07.500907"
"AZO. Sequeira Arquitectos Associados Lda";"-, Portugal";"";"http://www.azoarq.com/";"Torres Vedras";"AZO Sequeira Architects Associates is a full‐service architecture and planning studio with a widely experience in project development, details and management, as also the monitoring of the work. This studio has accomplished projects and constructions in every field, ranging from health, industrial and services industry to housing, hotels and retail. Our main strategy is to develop projects in the national market and, over the years, we have consolidated an international status, due to our contemporary, innovative and creative approach. With a more and more competitive market, it was necessary to develop a more versatile working process that would allow us to respond to every challenge with effectiveness, consistency and vanguard. The basis of our credibility in the market is making the deadlines and, therefore, the main reason of our success. Our team is composed by architects dedicated to rendering, so that our clients can be active participants through all the project process development. We want every project to be creative and, through its integration, to endure, reaching a level of a pure and functional work of art.
read in
Português";"Castro Group Headquarters: https://archello.com/project/castro-group-headquarters | Apartment in São Vitor: https://archello.com/project/apartment-in-sao-vitor | House in Soutelo: https://archello.com/project/house-in-soutelo | House in Nogueiró: https://archello.com/project/house-in-nogueiro-2 | House in Espinho: https://archello.com/project/house-in-espinho | House in Guimarães: https://archello.com/project/house-in-guimaraes | House in Felgueiras: https://archello.com/project/house-in-felgueiras | House in Bonfim: https://archello.com/project/house-in-bonfim";"Archello";"https://archello.com/brand/azo-sequeira-arquitectos-associados-lda";"Torres Vedras";"2025-11-02T12:54:20.997401"
"Ren Ito Arq.";"Rua Dom João IV, Porto, Portugal";"643 4000-303";"http://www.ren-ito.com/";"Torres Vedras";"Ren Ito Arq. is architectural design office based in Porto, Portugal. We treat all type of architecture, including residence, hotel, restaurant, medical clinic, school.";"Casa Kala: https://archello.com/project/casa-kala | Casa de São Verissimo: https://archello.com/project/casa-de-sao-verissimo | Casa da Calçada: https://archello.com/project/casa-da-calcada | House in Campo Lindo: https://archello.com/project/house-in-campo-lindo | Rua da Torrinha 316: https://archello.com/project/rua-da-torrinha-316 | Casa Guilherme: https://archello.com/project/casa-guilherme | Rebelo House: https://archello.com/project/rebelo-house | Dental Clinic in Porto: https://archello.com/project/dental-clinic-in-porto";"Archello";"https://archello.com/brand/ren-ito-arq";"Torres Vedras";"2025-11-02T12:54:40.927161"
"Contaminar Arquitectos";"n/a, LEIRIA, Portugal";"(+)351 244 821 301";"http://contaminar.pt/";"Torres Vedras";"CONTAMINAR ARQUITECTOS is an office founded in 2005 in Leiria – Portugal, by the architects Joel Esperança, Ruben Vaz, Eurico Sousa and Joaquim Duarte. The team is multidisciplinary and the developed projects cover diverse scales. A significant part of their studio’swork explores the numerous possibilities of contemporary dwelling, single family or collective, presenting different projects built in this field.";"Quinta do Rei: https://archello.com/project/quinta-do-rei | House Marinha-Grande: https://archello.com/project/house-marinha-grande | Casa da Árvore: https://archello.com/project/casa-da-arvore-2 | Casa Povo: https://archello.com/project/casa-povo | Casa Tojal: https://archello.com/project/casa-tojal | Texugueira House: https://archello.com/project/texugueira-house | Vidigal House: https://archello.com/project/vidigal-house | Tomar Hill House: https://archello.com/project/tomar-hill-house";"Archello";"https://archello.com/brand/contaminar-arquitectos";"Torres Vedras";"2025-11-02T12:54:53.960517"
"José Adriao Architects";"Lisbon, Portugal";"+351 21 362 07 62";"http://www.joseadriao.com/";"Torres Vedras";"José Adrião Arquitectos is a structure that works in collaboration with different professionals, including engineers, landscape architects, and visual artists. On a project level, the intervention searches for diversity in terms of order and scale. The interventions on territory and landscape or on smaller scale projects such as housing, equipments or services, allow the studio to strength strategies which are based on an extensive knowledge, allowing for distinct and specific proposals for each case. Taking the standard as a starting point, aims to create non-normative proposals that result on informal, heterogeneous and inclusive spaces.";"Casa Santo António: https://archello.com/project/casa-santo-antonio | Eugaria: https://archello.com/project/eugaria | Douradores: https://archello.com/project/douradores | Borges Carneiro: https://archello.com/project/borges-carneiro | Praia do Estoril: https://archello.com/project/praia-do-estoril | Praça Fonte Nova: https://archello.com/project/praca-fonte-nova | CASA DOS PRAZERES: https://archello.com/project/casa-dos-prazeres | Casa da Severa: https://archello.com/project/casa-da-severa";"Archello";"https://archello.com/brand/jose-adriao-architects";"Torres Vedras";"2025-11-02T12:55:10.004835"
