"company_name";"address";"phone";"website";"municipality";"general_summary";"portfolio";"data_source";"company_url";"scraped_city";"scraped_at"
"Atelier Sérgio Rebelo";"Rua Júlio Dinis 204 2nd floor room 213, Porto, Portugal";"+351 224 925 862";"https://www.atelier-sr.com/";"Torres Vedras";"ASR develops solutions that are directed to the end-user experience and follows sustainable models of construction and production. Our practice aims to contribute to the process of place-making while paying homage to memory and history. The experimentation with materials in architecture translates a deep appreciation for heritage and craftsmanship. Therefore, the integration of tradition with innovation fosters environments where daily routines become sensorial ventures. Based in Porto, the studio collaborates with other experts and consultants, both locally and internationally. The creative process is dialogical with the client, and intertwines research, design and architecture.";"Portuguese Pavilion Proposal for Osaka 2025: https://archello.com/project/portuguese-pavilion-proposal-for-osaka-2025 | Casa Singer: https://archello.com/project/casa-singer-2 | Odeon Bar | Estonia: https://archello.com/project/odeon-bar-estonia";"Archello";"https://archello.com/brand/atelier-sergio-rebelo";"Torres Vedras";"2025-11-02T13:28:27.308131"
"Matos Gameiro arquitectos";"Av. Elias Garcia 20, 1 dto , Lisbon, Portugal";"+351 21 812 4761";"http://www.matosgameiro.com/";"Torres Vedras";"Matos Gameiro arquitectos is a Lisbon based architectural practice. Over the past 20 years the practice developed projects of a wide range of scales and program, resulting from private and public commissions.";"Grândola's Library and Municipal Archive: https://archello.com/project/grandolas-library-and-municipal-archive | House in Estremoz: https://archello.com/project/house-in-estremoz | House in Alfama: https://archello.com/project/house-in-alfama";"Archello";"https://archello.com/brand/matos-gameiro-arquitectos";"Torres Vedras";"2025-11-02T13:28:46.414865"
"Impare Arquitectura";"Rua Luis Woodhouse, 211, Porto, Portugal";"";"http://www.impare.pt/";"Torres Vedras";"Impare Arquitectura is an office based in Porto that provides architectural design services, complemented by technical assistance on site and support in project management and budgeting. Since 2001 it has developed projects with different programmes and scales, giving it extensive experience and the ability to adapt to the different requests it has received over the years. Since 2010, the refurbishment of buildings has been one of its favoured areas of work, including the project for the refurbishment and maintenance of the former Porto Court Building - Edifício da antiga Cadeia da Relação do Porto (2013/16), a building that has since been classified as a National Monument, the refurbishment of the Académico Futebol Clube Bar (2015), in the former Palacete do Lima, the headquarters of this club, one of the oldest sports clubs in the city of Porto, and the refurbishment of the Carcavelos Housing Complex in Matosinhos (2017/2022). In this area of Rehabilitation, we should also highlight the 2nd prize in the Competition for the Rehabilitation Project of the Tropical Greenhouses of the Botanical Garden of the University of Coimbra (2011) and, more recently, the 1st prize for the Expansion Project of the Building of the Department of Civil Engineering at the University of Coimbra (2019). In the area of design, we would highlight the 1st prize in the National Furniture Design Competition organised by the AIMMP, in the "" Daily Design"" category with the ""Starp System"" project (2010) and, in co-authorship, the 1st prize in the Design Competition for the development of two water bottles, organised by Águas do Porto, E M. (2015). In Portuguese, the name Impare suggests something unique, something that cannot be divided by two, something uneven and, at the same time, the inverse of inertia [in + pare], i.e. movement.";"Corujeira 113: https://archello.com/project/corujeira-113 | PRF’s Headquarters: https://archello.com/project/prfs-headquarters | Académico Futebol Clube: https://archello.com/project/academico-futebol-clube";"Archello";"https://archello.com/brand/impare-arquitectura";"Torres Vedras";"2025-11-02T13:29:06.299154"
"studium";"Pátio do Bolhão 131, 4000-110 Porto, Portugal";"";"http://www.studium.pt/";"Torres Vedras";"studium . is the creative studio focused on interpolation of areas such as architecture, communication design and product. Based in Porto, it is a space with a strong creative and authorial component. It is home for Sérgio Miguel Magalhães, one of the most prominent minds of our time, with multiple and original projects in architecture, graphic design, web design, product design, photography and literature. Sérgio is also an avid structuralist, constantly evolving his unifying and specific form of creative content creation which he calls the Methodological System. studium results of a selection and ambition of a professional multidisciplinary and complementar team that dedicates itself to the development of projects focused an assertive blend of rigorous vision, passion and oddity mojo. Architects and designers aligned by a methodology and disciplined practice, highly competent in an environment characterized by its constant criticism of traditional models of design. studium generated the basis for two complementary projects, intrinsically linked to the interpolated vision of the creative practice : AMMP – brand and management agency and PTMade – production house These two studium arms are specialized development vehicles related to the criticism of each project and the content creation ecosystem. This way we provide a complete notion of communication and creative production systems. A complete process, an ecosystem that unifies strategy, criticism and result.";"Portfolio Vinhos: https://archello.com/project/portfolio-vinhos | Spectris Innovation Centre: https://archello.com/project/spectris-innovation-centre | Concert Hall: https://archello.com/project/concert-hall-2";"Archello";"https://archello.com/brand/studium";"Torres Vedras";"2025-11-02T13:29:22.369475"
"hugo monte, arquitecto";"Rua da Costa 57, Vila do Conde, Portugal";"351 934 126 673";"http://www.hugomonte.com/";"Torres Vedras";"";"CASA DA COSTA Guest House: https://archello.com/project/casa-da-costa-guest-house-2 | House BL: https://archello.com/project/house-bl";"Archello";"https://archello.com/brand/hugo-monte-arquitecto";"Torres Vedras";"2025-11-02T13:29:44.753700"
"Costa Lima Arquitectos";"Porto, Portugal";"";"https://www.costalimaarquitectos.com/";"Torres Vedras";"We are a Portuguese architecture firm based in Porto. Since 2005, our interdisciplinary team has been working in architecture, urban planning, real estate development and consulting. We develop projects that range from small-scale refurbishments to macro urban plans, and we are skilled to provide full-service assistance from the early stage of an investment to the finishing of the buildings, including interior design.
read in
Português";"CLA Office: https://archello.com/project/cla-office | Campo Alegre: https://archello.com/project/campo-alegre";"Archello";"https://archello.com/brand/costa-lima-arquitectos";"Torres Vedras";"2025-11-02T13:29:56.609697"
"GLCS Arquitectos Lda.";"Rua 31 de Janeiro, 150, 2ª Tras., Porto, Portugal";"";"http://www.glcs.pt/";"Torres Vedras";"GLCS-Arquitectos – Architecture and Urbanism Atelier, founded in 2001 by Gonçalo Louro (Faro 1971) and Cláudia Santos (Coimbra 1969), graduates of ESAP - Escola Superior Artística do Porto (Porto Higher Education Art School) in 1997. They both develop their professional work complementarily with the academic practise. From their work, a special focus is given to the projects awarded in public competitions and effectively constructed, namely the Renewal of the Virgínia Theatre in Torres Novas (2003), the Renewal of the José Lúcio da Silva Theatre in Leiria (2005) and New Faro Cemetery (2001); co-authored projects in the Renewal of the Aveirense Theatre (2000) and the Fafe Cinema Theatre (2003) and private housing and public equipment projects, highlighting the Lisbon Operational Command Centre for REFER, the Municipal Workshop of Coimbra Theatre and the Aquaculture Research Centre, in Angola. Their work has been presented in conferences, publications as well national and international exhibitions and speakings, such as the WAF - World Architecture Festival, Barcelona (2008); the Cycle of Conferences “Road.To.Wonderland - Young Architects in Portugal”, Porto 2006; Organisation of the “International Seminar on Architecture and Urban Design, Porto/Rotterdam 2001, Porto2001/CESAP, Guest Professor at the “Sensing Mobility Workshop” held at the Rotterdam Academy of Architecture and Urban Design, Holland. Proposals for furniture design and scenography.";"TCFafe: https://archello.com/project/tcfafe | Lisbon Operational Command Centre: https://archello.com/project/lisbon-operational-command-centre";"Archello";"https://archello.com/brand/glcs-arquitectos-lda";"Torres Vedras";"2025-11-02T13:30:16.721430"
"Comoco";"Rua general humberto delgado, 47-A 4º, Coimbra, Portugal";"+35 1239085927";"http://www.comoco.eu/";"Torres Vedras";"COMOCO Arquitectos is an architecture collaborative practice founded in 2001 by Luís Miguel Correia, Nelson Mota and Susana Constantino, all graduated from the Department of Architecture at the University of Coimbra (Portugal). Along with their practice as architects they are also researchers and educators. Luís Miguel Correia is Assistant Professor at the University of Coimbra, Nelson Mota is Assistant Professor at Delft University of Technology, and Susana Constantino was a guest lecturer at the University of Coimbra and the Amsterdam Academy of Architecture.The work developed by COMOCO explores the creative potential of a dialogue between the situation as found and the transformative potential of a design approach aware of its societal context.";"Castelo Novo Castle: https://archello.com/project/castelo-novo-castle | CN Castle: https://archello.com/project/cn-castle";"Archello";"https://archello.com/brand/comoco";"Torres Vedras";"2025-11-02T13:30:36.895013"
"Sena Architects";"Olhão, Faro District, Portugal";"";"https://sena-architects.com/";"Torres Vedras";"Sena Architects is an innovative architectural practice based in Olhão, Portugal. Specialising in contemporary and sustainable architecture with a strong emphasis on rehabilitation.
We look for a timeless and simple architecture which embraces silence; respects the past and Nature. We strive to make simple, well-articulated forms based on the simplicity and beauty of materials and the connection with their surroundings. We believe that the past, tradition, and memories should not be forgotten but incorporated in the future.
We strive to achieve sustainable buildings through simple steps. Starting with a design that fits the location and taking into consideration the environmental conditions there. We use methods that allow maximum efficiency and materials that require little effort to extract, are recycled, or local.
We believe each project is unique and thus approach it with a clear mind, searching for the best solution, without any pre-conceived ideas.
Our clients are the focus of our practice; they are the designers of their life and must be heard. We work side by side, providing guidance and technical support in order to turn your visions into reality.
read in
Português";"Casa Amor: https://archello.com/project/casa-amor | Casa dos Gelados: https://archello.com/project/casa-dos-gelados";"Archello";"https://archello.com/brand/sena-architects";"Torres Vedras";"2025-11-02T13:30:51.368299"
"Humberto Conde Arquitectos";"Carnaxide, Portugal";"";"https://humbertoconde.com/";"Torres Vedras";"Humberto Conde, Architect, was born in 1968 in Lisbon. Graduated in Architecture by Lusíada University in Lisbon in 1993, between 1989 and 1993 in the academic period, collaborates with several offices such as Oficina de Arquitectura with Architect Delfim Canas, Arqui3 with Architects Pedro Frasco and Luís Torres, Atelier da Cidade with Architect Mota Carvalho, and José Tomás . In 1993 begins self employed activity. In 1998 he founds “HRA – Lisboa, Humberto Conde Realizações de Arquitectura, Sociedade Unipessoal, Lda”, developing projects of various kinds, the most important being: Housing, Retail, Services and Hotel Unit with 200 rooms in Campo Pequeno, Lisboa; Housing and Services “Estoril 153”; Housing “Terraços de Cascais”; Urban planning and Housing Project “Quinta Vale Verde” in Bicesse, Cascais; Student Residence for the Polytechnic Institute of Santarém; Headquarters of Rehabilitation Society in Lisbon “Sociedade de Reabilitação Urbana da Lisboa Ocidental; Housing, Retail and Services “Amadora XXI”; Swimming Pools and Rooms Activities Centre “Carcavelos XXI “. Some of these works are published in various magazines and websites, national and international, with some projects having received particular exposure in some publications. In 2006 wins the award for Best Retail Development with the project Housing “Estoril 153”, promoted by the magazine “Revista Imobiliária”. In 2007 classifies in the 4th place in a Limited Competition for the Elaboration of the Project and Construction of the new Servives Headquarters of City Council of Loures, in partnership with Architect Rolf Reichert. In 2010 is the third classified in the International Competition for the New Museum of Water in Oeiras – “Museu Água Vida”. In 2011 is also ranked in 3rd place in the Public Design Competition for the Carnival Arts Centre in Torres Vedras. In 2013, receives an Honorable Mention at a International level with the Competition “[PACIFIC] Ocean Platform Prison” AC-CA , with the proposal “Outsiders.In”. This competition promoted the debate on the development of spatial and sociological concept of imprisonment, with the particularity of having the premise that the location was in the middle of the Pacific Ocean, 20 to 30 km from an Asian, Australian or American coast. In the same year, wins the 2nd place in the International Competition – Archtriumph – for an Exhibition Pavillion in Venice and also receives an Honorable Mention in the International Competition in Amsterdam LIBO – Living in Borneo – AWR Competitions. In 2015 is awarded in the second edition of the prize “Second Baku International Architecture Award” with two distinctions; Second Place for “Ocean Prison Outsiders.in” – project non realised – and third place with Residential Building “Terraços de Cascais”.
...more";"Correnteza 19-21: https://archello.com/project/correnteza-19-21 | Single Family House in Carnaxide: https://archello.com/project/single-family-house-in-carnaxide";"Archello";"https://archello.com/brand/humberto-conde-arquitectos";"Torres Vedras";"2025-11-02T13:31:06.954834"
"Orgânica Arq.";"LISBON (Av EUA, 60 - 10º Esq. 1700-177 Lisboa, Portugal)";"";"http://organica.pt/";"Torres Vedras";"O nome “orgânica” vem de “organizar” e “organismo”. O pressuposto é o de uma entidade viva em que diferentes funções são desempenhadas por órgãos diferentes incapazes de se substituírem entre si e que concorrem para a vitalidade do conjunto. Orgânica Arquitectura, formada em 2006, segundo o principio anterior, tem a missão de criar obras de arquitectura a partir da investigação dos programas do cliente, o carâcter do lugar, e a realidade material, por meio de uma organização formal e estética do presente, que responde a perguntas actuais, através da sua utilidade e aparência. A sua práctica atravessa vários programas e escalas; tem origem em concursos públicos, encomendas privadas e parcerias com outros ateliers, e usa princípios e exigências que se norteiam pela qualidade e criatividade. Orgânica Arquitectura entende a obra arquitectónica segundo uma ordem e estrutura regrada pela matéria, capaz de oferecer diversos significados e qualidades sensíveis.";"House in Caramujeira: https://archello.com/project/house-in-caramujeira | Semi-Detached Houses in Calçada dos Mestres: https://archello.com/project/semi-detached-houses-in-calcada-dos-mestres";"Archello";"https://archello.com/brand/organica-arq";"Torres Vedras";"2025-11-02T13:31:25.115437"
