company_name;address;phone;website;municipality;general_summary;portfolio;data_source;company_url;scraped_city;scraped_page;scraped_at
"KEMA studio";"Lisbon, Portugal";"";"http://www.kema.pt";"Vila Franca de Xira";"KEMA studio is a collaboration of two architects. After years of experience gained in portuguese architectural offices, there emerged an idea to create their very own studio, based on innovation and creativity, and giving special attention to detail. The studio began its practice in 2015 with renovations of “unwanted”, rejected properties, where discovery of their true potential and their return to existence could be achieved only by means of a profound study. Our principle is to revive the spirit of reminiscence of each place with contemporary techniques and elements. In our belief, there is always a story to be discovered and told through a thorough intervention. Though our main focus is renovation, we also develop new construction projects of various scales and functions.";"Vila Ferreira: https://archello.com/project/vila-ferreira | Marvila Attic: https://archello.com/project/marvila-attic | Duplex Porto: https://archello.com/project/duplex-porto | Rua Maria Loft: https://archello.com/project/rua-maria-loft";"Archello";"https://archello.com/brand/kema-studio";"Vila_Franca_de_Xira";"12";"2025-11-01T17:29:57.401Z"
"DNSJ.arq";"R. Teixeira de Pascoais, nº21 5º , N/A, Portugal";"+0351 218 485 555";"http://dnsjarq.wix.com/";"Vila Franca de Xira";"Our work is understood as a cultural activity: we do not work according to the fees, but according to the best of our talent. We consider that all work must be a process of research, always trying different solutions, although we do not want to do things differently just to be different. For us the final form of a building is the result of the functional program, the pursuit of suitability to a particular context and the use of a constructive method. We seek the integration of our buildings in their contexts, even if it means go unnoticed. For us technical competence is a requirement, not an embarrassment. We assume that we have the responsibility to participate in the architectural heritage of tomorrow.";"HOUSE IN MECO: https://archello.com/project/house-in-meco-3 | Benfica Kindergarten: https://archello.com/project/benfica-kindergarten | Gruta do Escoural: https://archello.com/project/gruta-do-escoural | CIM - Mouraria Creative Hub: https://archello.com/project/cim-mouraria-creative-hub";"Archello";"https://archello.com/brand/dnsjarq";"Vila_Franca_de_Xira";"12";"2025-11-01T17:29:59.219Z"
"Imagemfiel";"Penafiel, Portugal";"255212307";"http://imagemfiel.pt";"Vila Franca de Xira";"";"House RE: https://archello.com/project/house-re | 2 Houses MT: https://archello.com/project/2-houses-mt | House ON: https://archello.com/project/house-on | House EL: https://archello.com/project/house-el";"Archello";"https://archello.com/brand/imagemfiel";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:01.572Z"
"BOOST studio";"Lisbon, Portugal";"";"http://www.booststudio.pt";"Vila Franca de Xira";"BOOST is an architectural practice based in Lisboa, Portugal, experienced in newly built and refurbishment projects. We work from the envisioning of the project to its construction, engaging our clients, the council, consultants and contractors throughout the process. We are constantly pursuing the best architectural, economical and social solutions, empowered by the rigour, excellence and ambition with which we embrace each and every challenge.";"Alegro Sintra: https://archello.com/project/alegro-sintra | INH41: https://archello.com/project/inh41 | TQ62: https://archello.com/project/tq62 | A5O125: https://archello.com/project/a5o125";"Archello";"https://archello.com/brand/boost-studio";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:04.644Z"
"ArchiTailors";"Praça Coronel Pacheco, 2 Edifício , UPTEC PINC , Portugal";"+351 22 073 13 31";"http://www.architailors.com/";"Vila Franca de Xira";"Architailors is an architecture and design brand which aims to fulfil its customer’s needs in terms of space organization, usability and aesthetics. Our value proposal consists in the conception of creative and customized solutions, tailored to meet our clients’ needs and budgets. We aim to project architecture to be experienced and to offer living quality to the respective users.";"Maceda Sports Building: https://archello.com/project/maceda-sports-building | Vortal: https://archello.com/project/vortal | Vortal Innovation Lab: https://archello.com/project/vortal-innovation-lab | Quinta do Fontão: https://archello.com/project/quinta-do-fontao";"Archello";"https://archello.com/brand/architailors";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:07.922Z"
"Pedro Varela";"Vila do Conde, Portugal";"";"http://pedroazambujavarela.net";"Vila Franca de Xira";"An architect disguised as a computer scientist disguised as an architect I guess the above header says a lot. I am an architect who studied at FAUP – Faculdade de Arquitectura da Universidade do Porto. I decided to study architecture because I liked drawing geometric stuff with a pair of compasses. I also liked computers very much, but I thought that going to a computer school would kill my creativity. I was wrong. But the opposite is also wrong, and that is why I am here. This website is about me and the constant drifting between these areas of interest, using research, design and teaching as a medium. I am part of the Digital Fabrication Lab, FAUP‘s division of research on computational design and fabrication. I also direct AZVAvisuals, a company dedicated to communicate architecture through visuals. I develop architecture projects and digital project collaborations through my company Pedro de Azambuja Varela, Arquitecto Unipessoal Lda. I collaborate with Vitruvius FabLab, ISCTE-IUL‘s fabrication laboratory of investigation.";"The Yellow Renovation: https://archello.com/project/the-yellow-renovation | Wafra Beacon: https://archello.com/project/wafra-beacon | Bean To Bar Chocolatier: https://archello.com/project/bean-to-bar-chocolatier | House in Rio Mau: https://archello.com/project/house-in-rio-mau";"Archello";"https://archello.com/brand/pedro-varela";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:10.993Z"
"FAT – Future Architecture Thinking";"Av. da Torre de Belém N.º 8B, Lisboa, Portugal";"+ 351 213012296";"http://www.fat.pt";"Vila Franca de Xira";"FAT – Future Architecture Thinking is Miguel Correia’s most recent company operating from Lisbon to the international market. Following the work developed since 1987, FAT – Future Architecture Thinking gained all the know-how of Miguel Correia’s previous companies as well as a strong and specialized team in various areas of expertise. Having architecture as the main activity, the company develops projects such as urban planning, urban rehabilitation, landscape architecture and design. Thus, FAT - Future Architecture Thinking has developed work in urban planning, housing, office spaces, services, tourism, culture, education, leisure and sport infrastructures, transport infrastructures and landscape projects. It is worth mention the participation in research projects and national and international competitions. At the present moment, FAT – Future Architecture Thinking is developing projects in Portugal and abroad (Hungary, Poland, Northern Ireland, United Kingdom, Estonia, Brazil, Angola, Equatorial Guinea, Guinea-Bissau, São Tomé e Príncipe, Gabon, Algeria, Libya, Kenya, Iraq, Philippines and Macau), an internationalization process that will be developing towards other markets, such as: South Africa, Mozambique, Cameroon, Morocco, Saudi Arabia, United States of America and China.";"House Building in Rua do Passadiço 26: https://archello.com/project/house-building-in-rua-do-passadico-26 | Sobreiras Alentejo Country Hotel: https://archello.com/project/sobreiras-alentejo-country-hotel | House of the Arts in Miranda do Corvo: https://archello.com/project/house-of-the-arts-in-miranda-do-corvo | Mar Mediterrâneo and Mar Vermelho Office Buildings: https://archello.com/project/mar-mediterraneo-and-mar-vermelho-office-buildings";"Archello";"https://archello.com/brand/fat-future-architecture-thinking";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:13.963Z"
"LIMIT architecture studio";"Braga, Portugal";"+351253263000";"http://www.limitstudio.pt";"Vila Franca de Xira";"LIMIT architecture studio is an architecture studio based in Braga, with presence in Oporto and Póvoa de Lanhoso, Portugal, that presents itself as irreverent, creative and rigorous. The ''idea'' occupies, in our practice, a prominent place. Our projects start from strong intentions, discussed and carved in the form of an idea that can guide the creative process. We seek efficiency, durability, elegance and beauty, which we guarantee through a work developed with great professionalism. read in Português";"Lapa: https://archello.com/project/lapa-3 | Middleyard: https://archello.com/project/middleyard-2 | Middle Plan: https://archello.com/project/middle-plan | Elements: https://archello.com/project/elements-3";"Archello";"https://archello.com/brand/limit-architecture-studio";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:17.444Z"
"Em Paralelo";"Porto, Portugal";"";"https://www.emparalelo.com/";"Vila Franca de Xira";"An Architecture Office managed by a duo of architects, registered at the INPI (National Institute of Industrial Property, Portugal), ​Em Paralelo​ establishes itself as a reference in the world of architecture, design and image. All projects are developed and matured based on acquired experiences, valuing creativity, precision and technological advancements where we aim to redefine boundaries and stand out from others. Em Paralelo​ intends to stand closer to its customers by raising each project to a life purpose that results in well-being and satisfaction. The Architecture Office also wants to create a strong bond of commitment, respect and loyalty with clients by making their dreams come true.";"OROPOL Industrial Unit: https://archello.com/project/oropol-industrial-unit | Em Paralelo à varanda sobre a arquitetura: https://archello.com/project/em-paralelo-a-varanda-sobre-a-arquitetura | Casa BA: https://archello.com/project/casa-ba | BRADCO: https://archello.com/project/bradco";"Archello";"https://archello.com/brand/em-paralelo";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:19.390Z"
"Rui Vieira Oliveira Arquitecto";"Guimaraes, Portugal";"00351910078045";"http://www.ruivieiraoliveira.com/";"Vila Franca de Xira";"";"Edifício Estação: https://archello.com/project/edificio-estacao | Casa Mortuária de Oliveirinha: https://archello.com/project/casa-mortuaria-de-oliveirinha | Brunhais House: https://archello.com/project/brunhais-house | Taíde House: https://archello.com/project/taide-house";"Archello";"https://archello.com/brand/rui-vieira-oliveira-arquitecto";"Vila_Franca_de_Xira";"12";"2025-11-01T17:30:21.644Z"
