company_name;address;phone;website;municipality;general_summary;portfolio;data_source;company_url;scraped_city;scraped_page;scraped_at
"Cerejeira Fontes Architects (Imago-Atelier de)";"Rua de S.João nº. 8, Braga, Portugal";"+351 253 265 211";"https://cerejeirafontesarchitects.com/en/";"Vila Franca de Xira";"Imago is an architectural design and engineering firm located in Braga, Portugal. For 15 years we have provided programming and full design services for various projects. The firm is organized in multiple departments: Architectural, Engineering, Urban planning, Interior design and Project Management. In each of these departments, there are collegues from the University of Minho collaborating with us. Projects vary from residential, commercial, institutional to urban planning.";"Imaculada Conceição and Cheia de Graça Chapels: https://archello.com/project/imaculada-conceicao-and-cheia-de-graca-chapels | Barcelos High School: https://archello.com/project/barcelos-high-school | Jøssingfjord: https://archello.com/project/jossingfjord | Spinpark - Cultural and Enterprise Center: https://archello.com/project/spinpark-cultural-and-enterprise-center | Casa Vila Verde: https://archello.com/project/casa-vila-verde | Tree of Life Chapel: https://archello.com/project/tree-of-life-chapel | Nogueró Residence: https://archello.com/project/noguero-residence | Brufe Social Center: https://archello.com/project/brufe-social-center";"Archello";"https://archello.com/brand/cerejeira-fontes-architects-imago-atelier-de";"Vila_Franca_de_Xira";"7";"2025-11-01T17:20:49.217Z"
"ATELIER JQTS";"Rua Luis de Camões, 114 r/c, Algés, Portugal";"";"http://www.atelierjqts.com/";"Vila Franca de Xira";"ATELIER JQTS is a young architecture practice developing their work between Lisbon, Hamburg and Madrid. Established in 2012 by João Quintela and Tim Simon, their work consists in a serial research into the wide field of Architecture as a fundamental discipline combined with a process of learning from the empirical knowledge. João Quintela, Lisbon, Portugal Graduated in Architecture by Universidade Autónoma de Lisboa and Politécnico di Milano. Master in Architecture at Escuela Técnica Superior de Arquitectura de Madrid where currently is developing his PhD Thesis. Worked with Pezo von Ellrichshausen in Chile. Curator of KAIROS Pavilion with Tim Simon and Fabrícia Valente. Co-editor of the chilean visual arts edition ANIMITA PAPEL with Oscar Concha. In 2015 was teaching assistant at Suffolk University and since 2012 is teaching assistant at UD Campo Baeza at ETSAM Madrid. Tim Simon, Mölln, Germany Graduated in Architecture by Universität der Künste Berlin and Universidade Autonóma de Lisboa. Worked with different architects such as Max Dudler Architekten in Germany or Pezo Von Ellrichshausen in Chile. Curator of KAIROS Pavilion with João Quintela and Fabrícia Valente. In 2013 was teaching assistant at the HafenCity Universität Hamburg with Paolo Fusi and since 2015 is teaching assistant at Fakultät für Architektur, Technische Universität München with Uta Graff. read in Deutsch";"UNTITLED HOUSE: https://archello.com/project/untitled-house | Ulisseia: https://archello.com/project/ulisseia | Gallery Pavilion: https://archello.com/project/gallery-pavilion | VIATICUS PAVILION: https://archello.com/project/viaticus-pavilion | NOVERCA HOUSE: https://archello.com/project/noverca-house | Vertigo Pavilion: https://archello.com/project/vertigo-pavilion | POVERA PAVILION: https://archello.com/project/povera-pavilion | KAIROS PAVILION: https://archello.com/project/kairos-pavilion";"Archello";"https://archello.com/brand/atelier-jqts";"Vila_Franca_de_Xira";"7";"2025-11-01T17:20:51.779Z"
"P-06 Atelier";"pç guilherme gomes fernandes, 28A , Paço de Arcos, Portugal";"+ 351 214 467 367";"http://www.p-06-atelier.pt/";"Vila Franca de Xira";"P-06 Atelier is an international award-winning firm specializing in communication and environmental design on a wide range of scales. Based in Lisbon, Portugal, the studio was founded in 2006 by partners Nuno Gusmão, Estela Estanislau, Pedro Anjos and Catarina Carreira. It has since undertaken a variety of projects from complex, large scale wayfinding systems, museum and exhibition design, to communication and editorial design for the printed page, with a bold, striking style that has garnered a number of distinctions. P-06 Atelier actively engages in collaborations with architects, urbanists, landscape designers and engineers, in a continuous, seamless workflow with complementing disciplines, enriching the firm’s scope of work and amplifying every intervention’s outcomes.";"Casa de São Lourenço – Burel Panorama Hotel: https://archello.com/project/casa-de-sao-lourenco-burel-panorama-hotel | Cockburn’s 1815 Lodge (wine cellars): https://archello.com/project/cockburns-1815-lodge-wine-cellars | Burel Panorama Hotel: https://archello.com/project/burel-panorama-hotel | Skin, Pavilion of Knowledge: https://archello.com/project/skin-pavilion-of-knowledge | MEGALITHIC MUSEUM: https://archello.com/project/megalithic-museum | Capela Jesus Mestre: https://archello.com/project/capela-jesus-mestre | Water Museum: https://archello.com/project/water-museum | Uralchem Headquarters: https://archello.com/project/uralchem-headquarters";"Archello";"https://archello.com/brand/p-06-atelier";"Vila_Franca_de_Xira";"7";"2025-11-01T17:20:53.728Z"
"murmuro";"-, Porto, Portugal";"";"http://murmuro.pt/en/";"Vila Franca de Xira";"murmuro is an architecture practice based in Porto, founded by João Caldas and Rita Breda. We are a highly dedicated team that thrives on collaboration. Our multidisciplinary work process is not a mean to reach a fast consensus but rather an opportunity for dialogue, to exchange information looking to what was at first hidden in order to expand the project brief in search of the optimal solution. We have also felt the need to explore other means of production as processes of the investigation and critical thinking and that is where curatorial research comes in. Curatorial work or interdisciplinary practices understood not as failed (architecture) or utopias, not even as side disciplinary practice but rather as opportunities to explore, to act on, and therefore as source of information that will later enrich future projects.";"Casa na Ribeira II: https://archello.com/project/casa-na-ribeira-ii | CSG Office: https://archello.com/project/csg-office | GEN DESIGN STUDIO: https://archello.com/project/gen-design-studio | CASA DIAMANTINA: https://archello.com/project/casa-diamantina | OITO CASAS: https://archello.com/project/oito-casas | DOZE CASAS: https://archello.com/project/doze-casas | COLÉGIO DOS PLÁTANOS: https://archello.com/project/colegio-dos-platanos";"Archello";"https://archello.com/brand/murmuro";"Vila_Franca_de_Xira";"7";"2025-11-01T17:20:57.512Z"
"Nuno Capa | Architect";"Braga, Portugal";"";"http://www.nunocapa.com";"Vila Franca de Xira";"Architectural, urban design and planning projects. Furniture and industrial design projects.";"Bysteel FS: https://archello.com/project/bysteel-fs | Maison 826: https://archello.com/project/maison-826 | Ancestral Church of Fraião: https://archello.com/project/ancestral-church-of-fraiao | Capela: https://archello.com/project/capela-2 | maison826: https://archello.com/project/maison826 | Urbo Business Centre: https://archello.com/project/urbo-business-centre | new room | pedro remy: https://archello.com/project/new-room-pedro-remy";"Archello";"https://archello.com/brand/nuno-capa-architect";"Vila_Franca_de_Xira";"7";"2025-11-01T17:21:00.071Z"
"depA [departamento Arquitectura]";"Praça Coronel Pacheco, 2, Porto, Portugal";"+351 220 731 330";"http://www.depa.pt/";"Vila Franca de Xira";"Founded in Porto and exploring the complementarity of its members, depA collective is a space for architectural creation and discussion, in terms of architectural projects and their interdisciplinary variables. depA has developed a wide array of highly demanding and different architectural projects, both public and private, including the following: Casa do Rosário, in Porto: a finalist in the 2017 National Architecture Prize in Madeira and selected in the ENOR awards; House of Culture, in Pinhel: a finalist in the FAD 2015 Awards, also won an award as the Best Museography Work, an Honourable Mention for the Best Portuguese Museum from APOM and was selected by the Portuguese Architects Association for the collection, Habitar Portugal 12-14; Housing Block in Avenal, in Condeixa-aNova: won an Honourable Mention in the Tijolo de Face à Vista award, by Vale da Gândara, 2013. In addition to public and private commissions, the studio has developed intense research of architectural projects through participation in numerous international competitions. In this context, it won first prize for the design of the future Santiago Ydáñez Museum of Contemporary Art (2010) in Jaén, Spain, and second prize in the public competition for the rehabilitation of Quinta de Baixo estate (2014), launched by Águas do Porto EM, in Porto and the first prize of the public competition for the design of the Pedestrian Paths linking the riverside with the uptown in Porto.";"Pinto Bessa II Apartments: https://archello.com/project/pinto-bessa-ii-apartments | Na Travessa: https://archello.com/project/na-travessa | House in Conde Alto Mearim Street: https://archello.com/project/house-in-conde-alto-mearim-street | Liquid Pavillon: https://archello.com/project/liquid-pavillon | Hotel in Coimbra: https://archello.com/project/hotel-in-coimbra | Entre Portas Bar / Restaurant: https://archello.com/project/entre-portas-bar-restaurant | Cultural House of Pinhel - Museum José Manuel Soares: https://archello.com/project/cultural-house-of-pinhel-museum-jose-manuel-soares";"Archello";"https://archello.com/brand/depa-departamento-arquitectura";"Vila_Franca_de_Xira";"7";"2025-11-01T17:21:03.089Z"
"Quadrante Arquitectura";"Lisboa, Portugal";"";"http://www.qd-arch.com";"Vila Franca de Xira";"QUADRANTE Architecture is a Portuguese design team, practicing architecture, urbanism, and rehabilitation. QUADRANTE Architecture designs buildings in Portugal, USA, Angola.";"Troia Peninsula Housing: https://archello.com/project/troia-peninsula-housing | Factory and offices in Savannah: https://archello.com/project/factory-and-offices-in-savannah | Assistance and Maintenance Centre: https://archello.com/project/assistance-and-maintenance-centre | Photovoltaic factory and offices: https://archello.com/project/photovoltaic-factory-and-offices | Photovoltaic plant from Amareleja: https://archello.com/project/photovoltaic-plant-from-amareleja | Villa in Grândola: https://archello.com/project/villa-in-grandola | Villas in Tróia: https://archello.com/project/villas-in-troia";"Archello";"https://archello.com/brand/quadrante-arquitectura";"Vila_Franca_de_Xira";"7";"2025-11-01T17:21:06.912Z"
"Mário Alves Arquiteto";"Aveiro, Portugal";"";"http://www.marioalvesarquiteto.pt";"Vila Franca de Xira";"";"Puro Tower: https://archello.com/project/puro-tower-2 | Casa AS: https://archello.com/project/casa-as-3 | LUX: https://archello.com/project/lux-2 | AS House: https://archello.com/project/as-house-4 | Casa JC: https://archello.com/project/casa-jc | 5ª Avenida: https://archello.com/project/5-avenida | Puro Homes: https://archello.com/project/puro-homes";"Archello";"https://archello.com/brand/mario-alves-arquiteto";"Vila_Franca_de_Xira";"7";"2025-11-01T17:21:08.878Z"
"Vitor Vilhena Architects";"Algarve, Portugal";"282 799 896";"http://www.vitorvilhena.com/";"Vila Franca de Xira";"Born in Lagos in 1971, graduated from the University Lusíada in Lisbon in 1997. Between 1996 and 1999 collaborated with architects Jorge Gonçalves and Paulo Simões (Aupera), Henry Albino, Margarida Gomes Simoes and Vitor Lourenço, where he developed works of all kinds. In 1999 starts the activity itself and creates Vitor Vilhena Architect Atelier where develops the work in the ""Projects"" section.?";"CASA OCCULTA / OCCULTA HOUSE: https://archello.com/project/casa-occulta-occulta-house | House in Alcalar: https://archello.com/project/house-in-alcalar | Dorfler House: https://archello.com/project/dorfler-house | House in Messines: https://archello.com/project/house-in-messines | Block rehabilitation in Historic Centre of Lagos: https://archello.com/project/block-rehabilitation-in-historic-centre-of-lagos | House in Odemira: https://archello.com/project/house-in-odemira | House in Tavira: https://archello.com/project/house-in-tavira";"Archello";"https://archello.com/brand/vitor-vilhena-architects";"Vila_Franca_de_Xira";"7";"2025-11-01T17:21:11.541Z"
"SpaceWorks";"Lisbon, Portugal";"+351965227229";"https://www.spaceworks.io/";"Vila Franca de Xira";"We make spaces work. Inspirational and highly functional (work)spaces, large scale event design, and architectural & urban planning services";"Avalanche House Berlin: https://archello.com/project/avalanche-house-berlin | CCA Law Firm Lisbon HQ: https://archello.com/project/cca-law-firm-lisbon-hq | Quinta da Melhorada: https://archello.com/project/quinta-da-melhorada | Carcavelos Residence: https://archello.com/project/carcavelos-residence | Manta Lisbon HQ: https://archello.com/project/manta-lisbon-hq | Heden Coworking Rossio: https://archello.com/project/heden-coworking-rossio | CCA: https://archello.com/project/cca";"Archello";"https://archello.com/brand/spaceworks-2";"Vila_Franca_de_Xira";"7";"2025-11-01T17:21:14.203Z"
