company_name;address;phone;website;municipality;general_summary;portfolio;data_source;company_url;scraped_city;scraped_page;scraped_at
"Atelier in.vitro";"Porto, Portugal";"";"http://www.atelierinvitro.com";"Vila Franca de Xira";"Atelier in.vitro is a young, dynamic and multidisciplinary structure dedicated to architectural, furniture and graphic design projects, created by Joana Leandro Vasconcelos. The work carried out by the Atelier demonstrates a methodology and intervention strategy as diverse as the realities and objectives each project imposes. Only this way it is possible to respond to the programmatic needs and expectations of each client and give a personalized response, while simultaneously fulfilling all the temporal and economic constraints. The goal is to experiment with formal and functional solutions, avoiding to establish a constant and identifiable language but maintaining a common thread that allows different projects to interact between each other. With this in mind, it seeks to develop a critical attitude in relation to the current architectural approach in its various fields, dimensions and scales. Partnerships are understood as one of the ways to achieve formal and functional experimentalism since, for each project, client, program, place and context, a specific work team is established. This is a strategic option that brings added value to the performed work, particularly in the shared knowledge and reciprocity between complementary teams. Recently received the National Award for Urban Rehabilitation 2019, in the Best Intervention Under 1000m2 category, and two Honourable Mentions for the same prize, in the Residential and City of Porto categories, for the Casa António Patrício project. The Atelier has also received the João de Almada 2017 Award in the residential buildings category for the project Casa da Boavista, and an Honourable Mention on Nuno Teotónio Pereira Award 2016 (formerly the IHRU Prize) in the residential buildings category, for the project Casa do Pinheiro Manso. read in Português";"Casa da Pérgola: https://archello.com/project/casa-da-pergola | III _ Palácio do Comércio apartment III: https://archello.com/project/iii-palacio-do-comercio-apartment-iii | II _ Palácio do Comércio apartment II: https://archello.com/project/ii-palacio-do-comercio-apartment-ii | I _ Palácio do Comércio apartment I: https://archello.com/project/i-palacio-do-comercio-apartment-i | Casa Pinheiro Manso: https://archello.com/project/casa-pinheiro-manso | Casa da Boavista: https://archello.com/project/casa-da-boavista";"Archello";"https://archello.com/brand/atelier-invitro";"Vila_Franca_de_Xira";"9";"2025-11-01T17:23:51.526Z"
"atelier RUA";"Rua das Fontaínhas 82, Lisboa, Portugal";"(+351) 217 959 316";"http://www.atelierrua.com/";"Vila Franca de Xira";"Atelier RUA is a collective of four architects with experience in Portugal, the Netherlands and Switzerland: Francisco Garcia de Freitas, Luís Costa Valente, Paulo Vieira Borralho and Rui Velho Didier. It was founded in 2006 in Lisbon where they develop their activities in architecture, urban planning and design, in different projects ranging from housing and equipment construction and the rehabilitation of buildings and public spaces to the creation of exhibition spaces and communication design for architecture. The work of the office has spread to different countries, such as Spain, São Tomé and Príncipe and Angola, in an effort of internationalization that also aims to bring new perspectives to the architectural work, brought by other cultures and realities. The work of atelier RUA has received several prizes, namely the 1st place in the Public Consultation for the Project of the Information and Documentation Centre of the Lisbon Harbour, Alcântara (project in development), the 2nd place in the Competition for the Conception of the Exhibition Space of Lisbon Triennial of Architecture in 2010 and the 3rd place in the Competition for the Urban Planning and Rehabilitation of the Sea Front of Faro Beach.";"Casa Dois: https://archello.com/project/casa-dois | CASA UM: https://archello.com/project/casa-um-2 | HOUSE IN MECO: https://archello.com/project/house-in-meco-2 | Adega 23: https://archello.com/project/adega-23 | Camping in Abrantes: https://archello.com/project/camping-in-abrantes | PENSÃO AGRÍCOLA: https://archello.com/project/pensao-agricola";"Archello";"https://archello.com/brand/atelier-rua";"Vila_Franca_de_Xira";"9";"2025-11-01T17:23:55.177Z"
"AA.arquitectos";"Funchal, Portugal";"";"https://www.aa-arquitectos.net/";"Vila Franca de Xira";"AA.arquitectos is a collective of creatives with national and international academic and professional training, active in Funchal, Madeira Island. It has been developing ideas and projects within Architecture combined with a careful territorial and social analysis, with a pragmatic way of accomplishment. He usually collaborates with other architecture workshops and related practices. read in Português";"CASA NOS SALTOS: https://archello.com/project/casa-nos-saltos | Casa no Serrado da Adega: https://archello.com/project/casa-no-serrado-da-adega | Atelier AA: https://archello.com/project/atelier-aa | Casa no Vale Formoso: https://archello.com/project/casa-no-vale-formoso | Apartamento Pico de São João: https://archello.com/project/apartamento-pico-de-sao-joao | House in Jangão: https://archello.com/project/house-in-jangao";"Archello";"https://archello.com/brand/aaarquitectos";"Vila_Franca_de_Xira";"9";"2025-11-01T17:23:58.567Z"
"MMV Arquitectos";"Lisbon, Portugal";"";"http://www.mmvarquitectos.com";"Vila Franca de Xira";"“An architecture that defies conventions is an architecture we can love for many decades.” MMV “Even if we see ourselves as individuals that deliver creativity in architecture, one can never lose sight from efficiency and coordination, solid knowledge and monitoring specialties. In this profession, creativity alone is not an attribute in itself. It only gains true value when strengthened by a solid know how and, many times, by the ability of solving locally on the work spot, where surprises occur.” MMV Miguel Marques Venâncio is founder, manager and coordinating architect of MMVarchitects, located in Lisbon since 2008. His work experience is long, plural, and today, the studio performance lays on innovation and technical competence as priority standards for success. He believes in a transforming, humanized architecture based on artistical development as process, merging the function with an intrinsic beauty to unveil. This ductile character of architecture reinforces the studios search for the precise aspects that define the composition. These aspects will serve each project along with a skilled choice of materials and construction techniques. Whatever the program data for a space, the studios line of work stands in its ability to harmonize and balancing concepts. All the components are raw material to beneficially mold the space to its living, building timelessness bonds. read in Português";"Suspended Matter Box: https://archello.com/project/suspended-matter-box | arts studio 16: https://archello.com/project/arts-studio-16 | INDUSTRIAL SCULPTURE: https://archello.com/project/industrial-sculpture | DENTAL CLINIC: https://archello.com/project/dental-clinic | Designing in Teheran: https://archello.com/project/designing-in-teheran-3 | SPEECH CLINIC: https://archello.com/project/speech-clinic";"Archello";"https://archello.com/brand/mmv-arquitectos";"Vila_Franca_de_Xira";"9";"2025-11-01T17:24:01.850Z"
"Caldeira Figueiredo Architects";"Praça do Município, 4 – 1.º , Esposende, Portugal";"(+351) 253 967 323";"http://caldeirafigueiredo.com/";"Vila Franca de Xira";"Caldeira Figueiredo Architects";"Habitaco Coracao: https://archello.com/project/habitaco-coracao | Esposende Gas Station: https://archello.com/project/esposende-gas-station | Pedrinhas Condominium: https://archello.com/project/pedrinhas-condominium | Mudos Condominium: https://archello.com/project/mudos-condominium | Salgueira Restaurant: https://archello.com/project/salgueira-restaurant | Cardio House: https://archello.com/project/cardio-house";"Archello";"https://archello.com/brand/caldeira-figueiredo-architects";"Vila_Franca_de_Xira";"9";"2025-11-01T17:24:05.316Z"
"Miguel Guedes arquitetos";"Porto, Portugal";"";"http://www.miguelguedes.pt/";"Vila Franca de Xira";"Miguel Guedes Arquitectos provides a range of services connected to the activity of architecture, urbanism and construction, namely: architectural projects, urban projects, landscaping projects, engineering projects, legalizations, utilization permits, architectural surveys, geo-referenced topographical surveys, existing tree cover surveys, interior design/construction, energy and environmental certification under the construction certification system LiderA. It arises from a number of other companies of wich its managing partner Miguel Ferreira Guedes de Carvalho was a partner. The first company from wich he was a part of was AR, arquitectos reunidos, lda, between 1988 and 1993, having departed in 1993 to constitute the first Miguel Guedes, arquitecto, lda, wich he kept until 2006, when, associated with the architect João Aires Pereira, constitutes Miguel Guedes, Aires Pereira, arquitectos, lda. This association remained until the end of 2008, when he returns to Miguel Guedes, architecto, lda, this time associated with the architect Miguel Pinto Rodrigues Guedes de Carvalho, simultaneously constituting a service provider and consulting company to practice in Mozambique, based in Maputo.";"Palácio do Raio, XVIII century baroque palace in Braga: https://archello.com/project/palacio-do-raio-xviii-century-baroque-palace-in-braga | JOE s House: https://archello.com/project/joe-s-house | Rural tourism ""House of Santa Cruz"" in Trás-os-Montes, Portugal: https://archello.com/project/rural-tourism-house-of-santa-cruz-in-tras-os-montes-portugal | DIERA shop in Maputo, Mozambique: https://archello.com/project/diera-shop-in-maputo-mozambique | CASA DA MEMÓRIA: https://archello.com/project/casa-da-memoria | BOIS DE LA BATIE: https://archello.com/project/bois-de-la-batie";"Archello";"https://archello.com/brand/miguel-guedes-arquitetos";"Vila_Franca_de_Xira";"9";"2025-11-01T17:24:08.901Z"
"Colectivo Warehouse";"Lisbon, Portugal";"00351 916 701 044";"http://www.warehouse.pt/";"Vila Franca de Xira";"Colectivo Warehouse is a Lisbon based collective working across architecture, design and art. ​ Since 2013, Warehouse has been working on different scales around Europe, deeply involved on cultural and social projects. Combining multi-disciplinary tools from architecture, urbanism, sociology, carpentry and design, it has been developing its own methodologies based on participation, engagement and co-creation that have been producing successful projects. ​ Colectivo Warehouse provides the following services: Architecture, Design, Art installations, Tutoring, Mediation, Participative dynamics, Carpentry, Research and Consulting. We design and re-design, research, involve, experiment, learn and teach, prototype, build, engage, activate and celebrate. Then we disassemble, store and make it all again. read in Português";"Natural Construído: https://archello.com/project/natural-construido | Ma Bibliotheque: https://archello.com/project/ma-bibliotheque | Brincadeira Circular: https://archello.com/project/brincadeira-circular | Flagship Shelters / Bottle Collectors VIP: https://archello.com/project/flagship-shelters-bottle-collectors-vip | Cozinha Comunitária das Terras da Costa: https://archello.com/project/cozinha-comunitaria-das-terras-da-costa | SOPA DA PEDRA: https://archello.com/project/sopa-da-pedra";"Archello";"https://archello.com/brand/colectivo-warehouse-2";"Vila_Franca_de_Xira";"9";"2025-11-01T17:24:12.074Z"
"VA Studio";"-, Portugal";"";"https://v-a.studio/";"Vila Franca de Xira";"VA studio is an architecture firm supported by a wide and flexible multidisciplinary platform which develops projects amidst several research areas while searching for new concepts and perspectives for the architectural, planning and urbanism standards. Founded in Porto by Maria João Veloso e Vasco Aragão in 2008, the firm originated in the necessity of giving unity and self-identity to previously executed projects, concluded in the preceding years in association with founding partners. The atelier works in constant receptivity to collaboration between artists and designers of numerous technical and artistic disciplines in an experimental fashion, which aids in the creation of a space where Art and Project combine perfectly. A space where thirst for project execution can be freely quenched within a spirit of critical reflection. The atelier has been developing projects of several scales and typologies for public and private clients as well as entering various national and international competitions.";"A + D showroom: https://archello.com/project/a-d-showroom | Sea house: https://archello.com/project/sea-house | PS Square: https://archello.com/project/ps-square | Fiber Cement House: https://archello.com/project/fiber-cement-house | Arrabida parts: https://archello.com/project/arrabida-parts | MD housing: https://archello.com/project/md-housing";"Archello";"https://archello.com/brand/va-studio";"Vila_Franca_de_Xira";"9";"2025-11-01T17:24:14.219Z"
"Inception Architects Studio";"Braga, Portugal";"";"http://INCEPTION.PT";"Vila Franca de Xira";"A NEW BEGINING! Inception Architects Studio - IAS, is an architecture studio based in Braga - Portugal. We structure our practice and know-how on a sustained, multidisciplinary collective conception, based on strong teamwork and commitment, in order to achieve a global vision of each new project, enhancing a new spatiality and a unique identity, from a 360º perspective. We believe in a practice based on the exchange of information and experiences, the crossing of ideas, common effort and the sharing of knowledge and enthusiasm, for the development of a more complete and unique architecture, by people and for people, perceptible, sensitive, free, dynamic, independent, different and sustainable. An architecture capable of provoking emotions and sensations, reflecting the wishes, desires, experiences, culture and ideals of each community. MAKE IT WORK | MAKE IT GREAT | MAKE IT BIG | MAKE IT HAPPEN | MAKE IT IMPORTANT | MAKE IT POWERFUL | MAKE IT SIMPLE | MAKE IT CREATIVE | MAKE IT LAST | MAKE IT BETTER | MAKE IT INSPIRING | MAKE IT BRILLIANT | MAKE IT YOURS | MAKE IT INTENSE | MAKE IT INCEPTION www.inception.pt [email protected] (+351) 253 626 103 read in Português";"HC HOUSE: https://archello.com/project/hc-house-2 | Jorge Oculista: https://archello.com/project/jorge-oculista | TM House: https://archello.com/project/tm-house-4 | Bold by Devoteam: Oporto Office: https://archello.com/project/bold-by-devoteam-oporto-office | PS House: https://archello.com/project/ps-house | BLIP – Porto Nascente: https://archello.com/project/blip-porto-nascente";"Archello";"https://archello.com/brand/inception-architects-studio";"Vila_Franca_de_Xira";"9";"2025-11-01T17:24:19.371Z"
"HAS - Hinterland Architecture Studio";"Praça General Humberto Delgado, nº267, 7º Andar, Porto, Portugal";"";"http://www.hinterland-as.com";"Vila Franca de Xira";"Hinterland Architecture Studio is an international practice based in Porto, providing architectural design solutions to clients seeking a personalized approach with clear ideas and an experienced background. Helping them felling proud in a quality environment. read in Português";"Santos Pousada Apartment: https://archello.com/project/santos-pousada-apartment | Morro Apartment: https://archello.com/project/morro-apartment | Physiotherapy clinic Mar Saúde: https://archello.com/project/physiotherapy-clinic-mar-saude | Espinho house: https://archello.com/project/espinho-house | Health Center Competition: https://archello.com/project/health-center-competition | Peniche forte competition: https://archello.com/project/peniche-forte-competition";"Archello";"https://archello.com/brand/has-hinterland-architecture-studio";"Vila_Franca_de_Xira";"9";"2025-11-01T17:24:21.380Z"
