company_name;address;phone;website;municipality;general_summary;portfolio;data_source;company_url;scraped_city;scraped_page;scraped_at
"ARQX Arquitectos";"Porto, Portugal";"";"http://www.arqx.net/";"Vila Franca de Xira";"The Atelier emerged in 2007 from a partnership between the architects Miguel Meirinhos and Pedro da Graça Lopes. The Company was created in 2008, aiming to establish itself as a structure able to assert and distinguish by the quality of the projectual and constructive solutions. Therefore and by the diverse works that has been developing, it seeks to find it's space in a high competitive scenery. At our portfolio one can find a great variety of interventions, different scales, that allow a dynamic approach in the widest type of project, and with a constant enrichment of work methodology.";"Social Centre Luz Soriano: https://archello.com/project/social-centre-luz-soriano | FLOW: https://archello.com/project/flow-5 | WIDNAU'S SCHOOL CENTER EXPANSION: https://archello.com/project/widnaus-school-center-expansion | DGOIS APARTMENT: https://archello.com/project/dgois-apartment | NATIONAL AND UNIVERSITY LIBRARY NUK II - INTERNATIONAL ARCHITECTURE COMPETITION: https://archello.com/project/national-and-university-library-nuk-ii-international-architecture-competition";"Archello";"https://archello.com/brand/arqx-arquitectos";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:42.615Z"
"NEW Studio Arquitectos";"Rua Engenheiro Deodato Magalhães N:12 - R/C, Ponta Delgada, Portugal";"+351296287442";"http://www.newstudio.pt";"Vila Franca de Xira";"The architecture studio coordinated by Vanessa de Sa and Nuno Adão Pinto architects emerges in 2009 as an area of research and creativity, enabled the implementation of projects in the areas of Architecture, Interior Architecture, Urban Design and Furniture Design & Equipment. With a young and dedicated structure, distinguished by the development of studies and technical services, offering additional partnerships in various specialties, as well as the coordination and organization of the various agents with the goal of promoting their market.";"Public Competition: Basic Integrated School of Velas: https://archello.com/project/public-competition-basic-integrated-school-of-velas | Commercial Space PMRC: https://archello.com/project/commercial-space-pmrc | Garden Housing: https://archello.com/project/garden-housing | Quinta da Ermida II: https://archello.com/project/quinta-da-ermida-ii | Multifunctional Building Almargem do Bispo: https://archello.com/project/multifunctional-building-almargem-do-bispo";"Archello";"https://archello.com/brand/new-studio-arquitectos";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:45.482Z"
"stu.dere - Architecture & Design Studio";"Avenida do Estadio no48, Vila Nova de Gaia, Portugal";"+351 912459898";"https://studere.pt/";"Vila Franca de Xira";"Founded in 2016, located in Vila Meã, Amarante, by Ulisses Costa, dedicated to the development of Architecture Projects, Interior Architecture and Design. stu.dere is a studio of architecture & design, and a space for multicultural events. The word stu.dere was introduced by the Romans, and it means disciples. But they go further and deeper in its meaning, for them, it means that the disciple strives and puts all its efforts to achieve a goal. Its mission is to combine quality, innovation and design in the creation of its projects and attract clients by its excellence and know-how, asserting itself as a different brand in the market by providing a service of professionalism, accuracy and competence. The studio chooses to do a multidisciplinary approach to each challenge it embraces, establishing specific partnerships in various areas to present the client with a global solution. Here we value the pursuit of different architectural approaches and paradigms to respond to challenges presented by each client, reflecting in the work a posture that questions the surroundings, which take us to a perfect balance between the formal, strategic and sensorial point of view.";"Level Private Gym: https://archello.com/project/level-private-gym | Habitação Áurea: https://archello.com/project/habitacao-aurea | Ponte House: https://archello.com/project/ponte-house | Warehouse Morinha: https://archello.com/project/warehouse-morinha | Self Service Laundry: https://archello.com/project/self-service-laundry";"Archello";"https://archello.com/brand/studere-architecture-design-studio";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:47.324Z"
"LGLS Architects";"Lisboa, Portugal";"";"http://www.lgls.pt/";"Vila Franca de Xira";"The architectural office LGLS was founded in 1999 by its current three managing partners – two of which have been teaching in Lisbon’s Technical University School of Architecture for the last ten years – and has done work in various design fields: housing, offices, public buildings, planning, consultancy, refurbishment. In the context of an intensely competitive market, our firm has made itself known through a profile based on the following principles: Efficiency “Do it right, do it once”. Thorough respect for deadlines. Constant control of construction costs (quantity surveying in early project stages). Consideration of overall building costs (maintenance and operation). Effective coordination of engineering projects. Innovation Providing services beyond design (consulting and feasibility evaluation). Incorporation of Sustainable Building principles. Preliminary meetings to ease burocratic procedures. Incorporation of findings from ongoing PhD research. In-house capacity to perform acoustic/thermal evaluations. Quality One managing partner for every project. Constant dialog with promoters on product profile. Ongoing certification. Versatile team building by outsourcing or partnerships. Long standing team work with renowned engineering firms. We believe that these principles have made our team’s work recognised and appreciated by those with whom we have worked in the context of various projects, striving to prove the role of the architect as manager of necessities, possibilities and capacities.";"Rehabilitation of XVIII century Apartment: https://archello.com/project/rehabilitation-of-xviii-century-apartment | Rua Augusta 123: https://archello.com/project/rua-augusta-123 | ‘Colónia da Sineta’ Housing: https://archello.com/project/colonia-da-sineta-housing | Mira Rio Private School: https://archello.com/project/mira-rio-private-school | University Canteen and Restaurant: https://archello.com/project/university-canteen-and-restaurant";"Archello";"https://archello.com/brand/lgls-architects";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:49.167Z"
"danielmsantos | eng arq";"Portugal";"";"";"Vila Franca de Xira";"Architectural + engineer services. read in Deutsch";"assembleia figueirense: https://archello.com/project/assembleia-figueirense | Between the Mountain and the Sea: https://archello.com/project/between-the-mountain-and-the-sea | Reinventing Isaías Cardoso: https://archello.com/project/reinventing-isaias-cardoso | Malta do Viso Recreational Association: https://archello.com/project/malta-do-viso-recreational-association | Second Skin: https://archello.com/project/second-skin";"Archello";"https://archello.com/brand/danielmsantos-eng-arq";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:51.027Z"
"COM/O atelier";"Lisbon, Portugal";"";"https://www.como-atelier.com/";"Vila Franca de Xira";"";"CASA DO PESSOAL: https://archello.com/project/casa-do-pessoal | OFICINA DO BACALHAU: https://archello.com/project/oficina-do-bacalhau | SAMESAME: https://archello.com/project/samesame | BECO CO-LIVING: https://archello.com/project/beco-co-living | vila venus sol: https://archello.com/project/vila-venus-sol";"Archello";"https://archello.com/brand/como-atelier";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:53.159Z"
"Eduardo Souto de Moura";"Oporto, Portugal";"";"http://www.soutomoura.pt/";"Vila Franca de Xira";"";"Bruges Meeting & Convention Centre (BMCC): https://archello.com/project/bruges-meeting-convention-centre-bmcc | CASA DAS HISTORIAS PAULA REGO: https://archello.com/project/casa-das-historias-paula-rego | Abade Pedrosa Municipal Museum: https://archello.com/project/abade-pedrosa-municipal-museum | 27 Dwellings in Sete Cidades: https://archello.com/project/27-dwellings-in-sete-cidades | MULTIPURPOSE PAVILION IN VIANA DO CASTELO: https://archello.com/project/multipurpose-pavilion-in-viana-do-castelo";"Archello";"https://archello.com/brand/eduardo-souto-de-moura";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:56.027Z"
"Guedes + DeCampos";"Aporto, Portugal";"+351 222 010 451";"http://www.guedesdecampos.com/";"Vila Franca de Xira";"";"HOUSE IN LOIVO: https://archello.com/project/house-in-loivo | Quinta do Vallado Winery: https://archello.com/project/quinta-do-vallado-winery | Quinta do Vallado Wine Hotel: https://archello.com/project/quinta-do-vallado-wine-hotel | Ar de Rio Bar Esplanade - Vila Nova de Gaia: https://archello.com/project/ar-de-rio-bar-esplanade-vila-nova-de-gaia | Gaia Ropeway Cablecar: https://archello.com/project/gaia-ropeway-cablecar";"Archello";"https://archello.com/brand/guedes-decampos";"Vila_Franca_de_Xira";"10";"2025-11-01T17:27:59.202Z"
"a*l - alexandre loureiro arquitectos";"Rua D.Manuel II, 130 R/ch Tr, Porto, Portugal";"(+351) 22 609 25 42";"http://alexandreloureiro.com";"Vila Franca de Xira";"Alexandre Loureiro is an architect graduated at FAUP where he currently attends the PhD program on Urban Forms and Dynamics. He did his internship at a Rotterdam based office, DÖLL - Atelier voor Bouwkunst, in the Nederlands. Back to Portugal he collaborated as a Junior Architect with Bernardo Rodrigues Arquitectos and with Prof. Dr. Gonçalo Furtado as a Research Assistant (2008/2009). For several years he closely worked with Paulo Providência Arquitectos Associados where he took part in several major projects. More recently he established a*l - alexandre loureiro arquitectos. He also has some published scientific and opinion papers on architecture and sustainability. He works and lives in Porto, Portugal. read in Português";"REMC: https://archello.com/project/remc | RdG: https://archello.com/project/rdg-2 | LsD - Lakeside Dwelling: https://archello.com/project/lsd-lakeside-dwelling | LMF: https://archello.com/project/lmf | FoFoFo - Folding Forbo Folie: https://archello.com/project/fofofo-folding-forbo-folie";"Archello";"https://archello.com/brand/al-alexandre-loureiro-arquitectos";"Vila_Franca_de_Xira";"10";"2025-11-01T17:28:01.155Z"
"co.rp arquitetos";"Lisboa, Portugal";"";"http://www.corparquitetos.com";"Vila Franca de Xira";"practice of multiple architecture";"Apartment in Paço de Arcos: https://archello.com/project/apartment-in-paco-de-arcos | Praça dos Aliados: https://archello.com/project/praca-dos-aliados | Apartment in Cais das Falcoeiras: https://archello.com/project/apartment-in-cais-das-falcoeiras | Patio in  Arronches: https://archello.com/project/patio-in-arronches | House in Chancelaria: https://archello.com/project/house-in-chancelaria";"Archello";"https://archello.com/brand/corp-arquitetos-2";"Vila_Franca_de_Xira";"10";"2025-11-01T17:28:04.630Z"
