company_name;address;phone;website;municipality;general_summary;portfolio;data_source;company_url;scraped_city;scraped_page;scraped_at
"SAMF arquitectos";"Rua das Gáveas 20, Lisboa, Portugal";"+ 351  213421440";"http://www.samf.pt";"Vila Franca de Xira";"";"São Romão House: https://archello.com/project/sao-romao-house | Neri Apartment: https://archello.com/project/neri-apartment | Alto da Barra Apartment: https://archello.com/project/alto-da-barra-apartment | Casa dos Caseiros: https://archello.com/project/casa-dos-caseiros-2 | 1254B  Quinta da Boavista: https://archello.com/project/1254b-quinta-da-boavista | Conde House: https://archello.com/project/conde-house | House in Leiden: https://archello.com/project/house-in-leiden";"Archello";"https://archello.com/brand/samf-arquitectos";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:12.575Z"
"TIAGO REBELO DE ANDRADE";"Lisbon, Portugal";"351 918206691";"http://www.tiagorebelodeandrade.com";"Vila Franca de Xira";"";"Art Legacy Hotel: https://archello.com/project/art-legacy-hotel | Bio-inspired private house: https://archello.com/project/bio-inspired-private-house | HOUSE IN TRAVESSA DO PATROCÍNIO: https://archello.com/project/house-in-travessa-do-patrocinio | House in Travessa: https://archello.com/project/house-in-travessa | Gonçalo Leite de Campos & Associados: https://archello.com/project/goncalo-leite-de-campos-associados | TUPÃ - A SOUTH AMERICAN TOTEM: https://archello.com/project/tupa-a-south-american-totem | ECO-RESORT: https://archello.com/project/eco-resort";"Archello";"https://archello.com/brand/tiago-rebelo-de-andrade";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:14.619Z"
"site specific – arquitectura, lda";"Rua de Santo António à Estrela, n.º 68, r/c, Lisboa, Portugal";"+351 213974732";"http://www.sitespecific.pt/";"Vila Franca de Xira";"";"Casa de São Lourenço – Burel Panorama Hotel: https://archello.com/project/casa-de-sao-lourenco-burel-panorama-hotel | Primary School and Kindergarten in Caselas: https://archello.com/project/primary-school-and-kindergarten-in-caselas | Apartamento em Oeiras: https://archello.com/project/apartamento-em-oeiras | Burel Panorama Hotel: https://archello.com/project/burel-panorama-hotel | MEGALITHIC MUSEUM: https://archello.com/project/megalithic-museum | Capela Jesus Mestre: https://archello.com/project/capela-jesus-mestre | São Paulo Library: https://archello.com/project/sao-paulo-library";"Archello";"https://archello.com/brand/site-specific-arquitectura-lda";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:16.770Z"
"Cannatà e Fernandes";"Porto, Portugal";"+351 228 329 172";"http://cannatafernandes.com/";"Vila Franca de Xira";"Cannatá & Fernandes was founded in 2000 by Fatima Fernandes and Michele Cannatà. They have been working together since 1984, developing professional activity in Portugal and Italy. Since 1999 are responsible for the scientific coordination of architectural events of Exponor’s “Concreta” event. In 2003 are responsible for the scientific coordination of ASA department of architecture issues. Are since 2004 responsible for the scientific coordination of Civilização department of architecture of editions. Their work and projects have been presented in several solo and group exhibitions, including the Venice Biennale in 1996 and the Milan Triennale in 1997. The studio develops projects in the areas of architecture, planning and urban design, graphic design and engineering services on a subcontracting system directly related to the core business of architecture. It also develops an important editorial activity by working on books, exhibitions and international architecture seminars. They have been invited by universities and cultural institutions to talk about their projects and participated as teachers in various international project seminars.";"Centro Interpretativo do Mundo Rural: https://archello.com/project/centro-interpretativo-do-mundo-rural | LANDSCAPE LABORATORY: https://archello.com/project/landscape-laboratory | Self-Suficient Modules: https://archello.com/project/self-suficient-modules | Nautic Club of Aldeia Do Mato: https://archello.com/project/nautic-club-of-aldeia-do-mato | COMBATENTES EDUCATIONAL CENTER: https://archello.com/project/combatentes-educational-center | WIDNAU'S SCHOOL CENTER EXPANSION: https://archello.com/project/widnaus-school-center-expansion | SERLACHIUS MUSEUM: https://archello.com/project/serlachius-museum-2";"Archello";"https://archello.com/brand/cannata-e-fernandes";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:20.252Z"
"Nuno Capa | Architect";"Braga, Portugal";"";"http://www.nunocapa.com";"Vila Franca de Xira";"Architectural, urban design and planning projects. Furniture and industrial design projects.";"Bysteel FS: https://archello.com/project/bysteel-fs | Maison 826: https://archello.com/project/maison-826 | Ancestral Church of Fraião: https://archello.com/project/ancestral-church-of-fraiao | Capela: https://archello.com/project/capela-2 | maison826: https://archello.com/project/maison826 | Urbo Business Centre: https://archello.com/project/urbo-business-centre | new room | pedro remy: https://archello.com/project/new-room-pedro-remy";"Archello";"https://archello.com/brand/nuno-capa-architect";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:23.019Z"
"murmuro";"-, Porto, Portugal";"";"http://murmuro.pt/en/";"Vila Franca de Xira";"murmuro is an architecture practice based in Porto, founded by João Caldas and Rita Breda. We are a highly dedicated team that thrives on collaboration. Our multidisciplinary work process is not a mean to reach a fast consensus but rather an opportunity for dialogue, to exchange information looking to what was at first hidden in order to expand the project brief in search of the optimal solution. We have also felt the need to explore other means of production as processes of the investigation and critical thinking and that is where curatorial research comes in. Curatorial work or interdisciplinary practices understood not as failed (architecture) or utopias, not even as side disciplinary practice but rather as opportunities to explore, to act on, and therefore as source of information that will later enrich future projects.";"Casa na Ribeira II: https://archello.com/project/casa-na-ribeira-ii | CSG Office: https://archello.com/project/csg-office | GEN DESIGN STUDIO: https://archello.com/project/gen-design-studio | CASA DIAMANTINA: https://archello.com/project/casa-diamantina | OITO CASAS: https://archello.com/project/oito-casas | DOZE CASAS: https://archello.com/project/doze-casas | COLÉGIO DOS PLÁTANOS: https://archello.com/project/colegio-dos-platanos";"Archello";"https://archello.com/brand/murmuro";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:25.475Z"
"Quadrante Arquitectura";"Lisboa, Portugal";"";"http://www.qd-arch.com";"Vila Franca de Xira";"QUADRANTE Architecture is a Portuguese design team, practicing architecture, urbanism, and rehabilitation. QUADRANTE Architecture designs buildings in Portugal, USA, Angola.";"Troia Peninsula Housing: https://archello.com/project/troia-peninsula-housing | Factory and offices in Savannah: https://archello.com/project/factory-and-offices-in-savannah | Assistance and Maintenance Centre: https://archello.com/project/assistance-and-maintenance-centre | Photovoltaic factory and offices: https://archello.com/project/photovoltaic-factory-and-offices | Photovoltaic plant from Amareleja: https://archello.com/project/photovoltaic-plant-from-amareleja | Villa in Grândola: https://archello.com/project/villa-in-grandola | Villas in Tróia: https://archello.com/project/villas-in-troia";"Archello";"https://archello.com/brand/quadrante-arquitectura";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:28.135Z"
"Mário Alves Arquiteto";"Aveiro, Portugal";"";"http://www.marioalvesarquiteto.pt";"Vila Franca de Xira";"";"Puro Tower: https://archello.com/project/puro-tower-2 | Casa AS: https://archello.com/project/casa-as-3 | LUX: https://archello.com/project/lux-2 | AS House: https://archello.com/project/as-house-4 | Casa JC: https://archello.com/project/casa-jc | 5ª Avenida: https://archello.com/project/5-avenida | Puro Homes: https://archello.com/project/puro-homes";"Archello";"https://archello.com/brand/mario-alves-arquiteto";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:31.105Z"
"depA [departamento Arquitectura]";"Praça Coronel Pacheco, 2, Porto, Portugal";"+351 220 731 330";"http://www.depa.pt/";"Vila Franca de Xira";"Founded in Porto and exploring the complementarity of its members, depA collective is a space for architectural creation and discussion, in terms of architectural projects and their interdisciplinary variables. depA has developed a wide array of highly demanding and different architectural projects, both public and private, including the following: Casa do Rosário, in Porto: a finalist in the 2017 National Architecture Prize in Madeira and selected in the ENOR awards; House of Culture, in Pinhel: a finalist in the FAD 2015 Awards, also won an award as the Best Museography Work, an Honourable Mention for the Best Portuguese Museum from APOM and was selected by the Portuguese Architects Association for the collection, Habitar Portugal 12-14; Housing Block in Avenal, in Condeixa-aNova: won an Honourable Mention in the Tijolo de Face à Vista award, by Vale da Gândara, 2013. In addition to public and private commissions, the studio has developed intense research of architectural projects through participation in numerous international competitions. In this context, it won first prize for the design of the future Santiago Ydáñez Museum of Contemporary Art (2010) in Jaén, Spain, and second prize in the public competition for the rehabilitation of Quinta de Baixo estate (2014), launched by Águas do Porto EM, in Porto and the first prize of the public competition for the design of the Pedestrian Paths linking the riverside with the uptown in Porto.";"Pinto Bessa II Apartments: https://archello.com/project/pinto-bessa-ii-apartments | Na Travessa: https://archello.com/project/na-travessa | House in Conde Alto Mearim Street: https://archello.com/project/house-in-conde-alto-mearim-street | Liquid Pavillon: https://archello.com/project/liquid-pavillon | Hotel in Coimbra: https://archello.com/project/hotel-in-coimbra | Entre Portas Bar / Restaurant: https://archello.com/project/entre-portas-bar-restaurant | Cultural House of Pinhel - Museum José Manuel Soares: https://archello.com/project/cultural-house-of-pinhel-museum-jose-manuel-soares";"Archello";"https://archello.com/brand/depa-departamento-arquitectura";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:33.914Z"
"Vitor Vilhena Architects";"Algarve, Portugal";"282 799 896";"http://www.vitorvilhena.com/";"Vila Franca de Xira";"Born in Lagos in 1971, graduated from the University Lusíada in Lisbon in 1997. Between 1996 and 1999 collaborated with architects Jorge Gonçalves and Paulo Simões (Aupera), Henry Albino, Margarida Gomes Simoes and Vitor Lourenço, where he developed works of all kinds. In 1999 starts the activity itself and creates Vitor Vilhena Architect Atelier where develops the work in the ""Projects"" section.?";"CASA OCCULTA / OCCULTA HOUSE: https://archello.com/project/casa-occulta-occulta-house | House in Alcalar: https://archello.com/project/house-in-alcalar | Dorfler House: https://archello.com/project/dorfler-house | House in Messines: https://archello.com/project/house-in-messines | Block rehabilitation in Historic Centre of Lagos: https://archello.com/project/block-rehabilitation-in-historic-centre-of-lagos | House in Odemira: https://archello.com/project/house-in-odemira | House in Tavira: https://archello.com/project/house-in-tavira";"Archello";"https://archello.com/brand/vitor-vilhena-architects";"Vila_Franca_de_Xira";"8";"2025-11-01T17:22:36.434Z"
